Localité;;"T05M4E5 [°C]";"T05M4E5 [%HR]"
"Groupe de points de mesure";;;
Zone;;;
"Limite inférieure";;15,0;20,0
02/08/2022;01:15:00;24,2;72,3
02/08/2022;01:30:00;24,0;73,3
02/08/2022;01:45:00;24,0;73,1
02/08/2022;02:00:00;24,0;72,8
02/08/2022;02:15:00;24,0;72,8
02/08/2022;02:30:00;23,9;72,6
02/08/2022;02:45:00;23,8;72,2
02/08/2022;03:00:00;23,7;72,2
02/08/2022;03:15:00;23,5;73,4
02/08/2022;03:30:00;23,7;72,9
02/08/2022;03:45:00;23,9;72,5
02/08/2022;04:00:00;24,0;72,0
02/08/2022;04:15:00;23,9;71,9
02/08/2022;04:30:00;23,9;71,5
02/08/2022;04:45:00;23,9;70,8
02/08/2022;05:00:00;23,9;70,3
02/08/2022;05:15:00;23,8;70,2
02/08/2022;05:30:00;23,9;70,1
02/08/2022;05:45:00;23,9;69,8
02/08/2022;06:00:00;23,8;69,7
02/08/2022;06:15:00;23,7;70,0
02/08/2022;06:30:00;23,7;70,1
02/08/2022;06:45:00;23,7;70,2
02/08/2022;07:00:00;23,7;70,8
02/08/2022;07:15:00;23,8;70,6
02/08/2022;07:30:00;23,7;70,8
02/08/2022;07:45:00;23,8;70,9
02/08/2022;08:00:00;23,8;71,3
02/08/2022;08:15:00;23,8;71,5
02/08/2022;08:30:00;23,8;71,5
02/08/2022;08:45:00;23,9;71,2
02/08/2022;09:00:00;23,8;70,8
02/08/2022;09:15:00;23,9;70,5
02/08/2022;09:30:00;24,0;70,2
02/08/2022;09:45:00;24,1;70,0
02/08/2022;10:00:00;24,2;69,8
02/08/2022;10:15:00;24,2;69,8
02/08/2022;10:30:00;24,2;69,7
02/08/2022;10:45:00;24,3;69,5
02/08/2022;11:00:00;24,3;69,1
02/08/2022;11:15:00;24,6;68,6
02/08/2022;11:30:00;24,8;68,0
02/08/2022;11:45:00;25,0;66,9
02/08/2022;12:00:00;25,2;66,7
02/08/2022;12:15:00;25,2;66,9
02/08/2022;12:30:00;25,1;67,1
02/08/2022;12:45:00;25,0;67,5
02/08/2022;13:00:00;25,1;67,4
02/08/2022;13:15:00;25,2;67,4
02/08/2022;13:30:00;25,2;67,5
02/08/2022;13:45:00;25,3;67,3
02/08/2022;14:00:00;25,6;66,7
02/08/2022;14:15:00;25,5;66,7
02/08/2022;14:30:00;25,8;66,0
02/08/2022;14:45:00;25,7;66,2
02/08/2022;15:00:00;25,6;66,4
02/08/2022;15:15:00;25,8;65,9
02/08/2022;15:30:00;25,9;65,0
02/08/2022;15:45:00;26,1;65,0
02/08/2022;16:00:00;26,1;65,1
02/08/2022;16:00:41;26,1;64,9
02/08/2022;16:15:00;26,0;65,2
02/08/2022;16:30:00;26,2;64,9
02/08/2022;16:45:00;26,2;65,0
02/08/2022;17:00:00;26,2;64,6
02/08/2022;17:15:00;26,3;64,3
02/08/2022;17:30:00;26,3;64,3
02/08/2022;17:45:00;26,3;64,2
02/08/2022;18:00:00;26,2;64,4
02/08/2022;18:15:00;26,1;64,8
02/08/2022;18:30:00;26,1;64,6
02/08/2022;18:45:00;26,1;64,7
02/08/2022;19:00:00;26,0;64,3
02/08/2022;19:15:00;25,9;64,4
02/08/2022;19:30:00;25,8;64,7
02/08/2022;19:45:00;25,7;64,8
02/08/2022;20:00:00;25,6;64,8
02/08/2022;20:15:00;25,5;65,1
02/08/2022;20:30:00;25,5;65,3
02/08/2022;20:45:00;25,4;65,3
02/08/2022;21:00:00;25,3;65,3
02/08/2022;21:15:00;25,3;65,4
02/08/2022;21:30:00;25,2;65,4
02/08/2022;21:45:00;25,2;65,3
02/08/2022;22:00:00;25,1;65,2
02/08/2022;22:15:00;25,1;65,3
02/08/2022;22:30:00;25,0;65,3
02/08/2022;22:45:00;25,0;65,4
02/08/2022;23:00:00;25,0;65,4
02/08/2022;23:15:00;24,9;65,6
02/08/2022;23:30:00;24,9;65,6
02/08/2022;23:45:00;24,9;65,7
03/08/2022;00:00:00;24,8;65,5
03/08/2022;00:15:00;24,8;65,4
03/08/2022;00:30:00;24,8;65,6
03/08/2022;00:45:00;24,6;65,9
03/08/2022;01:00:00;24,6;65,7
03/08/2022;01:15:00;24,7;65,5
03/08/2022;01:30:00;24,7;65,3
03/08/2022;01:45:00;24,6;65,3
03/08/2022;02:00:00;24,6;65,4
03/08/2022;02:15:00;24,6;65,4
03/08/2022;02:30:00;24,6;65,5
03/08/2022;02:45:00;24,6;65,6
03/08/2022;03:00:00;24,6;65,8
03/08/2022;03:15:00;24,5;66,0
03/08/2022;03:30:00;24,5;66,2
03/08/2022;03:45:00;24,5;66,1
03/08/2022;04:00:00;24,5;66,4
