Localité;;"T06M1E2 [°C]";"T06M1E2 [%HR]";"T07M1E2 [°C]";"T07M1E2 [%HR]";"T08M1LV [°C]";"T08M1LV [%HR]"
"Groupe de points de mesure";;;;;;;
Zone;;;;;;;
"Limite inférieure";;15,0;15,0;15,0;15,0;15,0;15,0
19/08/2022;07:30:00;24,3;46,3;24,6;45,9;24,9;47,4
19/08/2022;07:45:00;24,2;46,5;24,6;46,0;24,9;48,0
19/08/2022;08:00:00;24,2;46,6;24,6;46,2;24,8;48,8
19/08/2022;08:15:00;24,2;46,7;24,6;46,4;24,8;47,5
19/08/2022;08:30:00;24,3;46,9;24,6;46,6;24,9;47,3
19/08/2022;08:45:00;24,3;47,1;24,6;46,7;24,8;47,2
19/08/2022;09:00:00;24,3;47,3;24,6;46,4;24,9;48,0
19/08/2022;09:15:00;24,4;47,9;24,7;47,1;24,9;48,8
19/08/2022;09:30:00;24,4;47,8;24,8;46,7;25,0;50,4
19/08/2022;09:45:00;24,5;48,0;24,8;47,1;24,9;52,0
19/08/2022;10:00:00;24,5;47,7;24,9;46,7;24,7;51,6
19/08/2022;10:15:00;24,6;47,8;25,0;46,6;24,7;51,1
19/08/2022;10:30:00;24,7;47,8;25,0;46,6;24,7;50,5
19/08/2022;10:45:00;24,8;47,9;25,1;46,7;24,8;50,1
19/08/2022;11:00:00;24,9;47,9;25,2;46,6;24,9;48,6
19/08/2022;11:15:00;25,0;47,8;25,3;46,9;24,9;49,1
19/08/2022;11:30:00;25,1;47,8;25,4;47,2;25,0;49,4
19/08/2022;11:45:00;25,0;47,0;25,4;45,8;25,1;51,3
19/08/2022;12:00:00;25,1;47,6;25,5;46,6;25,3;52,8
19/08/2022;12:15:00;25,0;44,8;25,4;44,7;25,3;49,5
19/08/2022;12:30:00;24,9;43,8;25,3;43,6;25,3;50,3
19/08/2022;12:45:00;24,9;43,2;25,2;42,9;25,4;51,4
19/08/2022;13:00:00;24,9;42,9;25,3;43,3;25,5;49,7
19/08/2022;13:15:00;25,0;42,6;25,4;42,9;25,6;49,6
19/08/2022;13:30:00;25,1;42,2;25,5;42,7;25,8;47,6
19/08/2022;13:45:00;25,0;40,4;25,3;41,5;26,1;45,7
19/08/2022;14:00:00;25,5;43,3;25,8;43,8;26,3;46,3
19/08/2022;14:15:00;25,3;40,6;25,6;41,5;26,0;45,7
19/08/2022;14:30:00;25,1;38,6;25,4;40,5;25,7;44,9
19/08/2022;14:45:00;25,0;37,6;25,3;39,5;25,6;44,3
19/08/2022;15:00:00;25,0;36,9;25,2;38,8;25,5;45,5
19/08/2022;15:15:00;25,0;36,3;25,1;38,5;25,6;43,9
19/08/2022;15:30:00;24,9;36,0;25,2;37,8;25,5;43,2
19/08/2022;15:45:00;24,9;35,5;25,1;37,4;25,6;43,9
19/08/2022;16:00:00;24,8;35,2;25,1;37,2;25,7;43,0
19/08/2022;16:15:00;25,0;36,0;25,4;37,6;26,0;42,9
19/08/2022;16:30:00;24,7;36,7;25,6;38,9;26,0;40,7
19/08/2022;16:45:00;23,9;37,9;25,4;37,4;25,6;40,9
19/08/2022;17:00:00;25,0;39,1;25,9;37,9;26,1;41,6
19/08/2022;17:15:00;25,6;39,9;26,3;38,7;26,4;42,6
19/08/2022;17:30:00;25,8;41,0;26,5;39,7;26,6;44,0
19/08/2022;17:45:00;25,7;40,1;26,4;40,7;26,2;46,8
19/08/2022;18:00:00;25,4;38,2;26,1;39,3;25,8;44,7
19/08/2022;18:15:00;25,3;36,9;25,8;38,3;25,5;43,3
19/08/2022;18:30:00;25,4;37,4;25,9;37,9;25,8;43,7
19/08/2022;18:45:00;25,7;39,7;26,3;38,2;26,1;43,7
19/08/2022;19:00:00;25,9;41,1;26,5;38,9;26,3;44,2
19/08/2022;19:15:00;26,0;41,8;26,5;39,4;26,4;45,0
19/08/2022;19:30:00;26,0;42,1;26,5;39,7;26,4;45,2
19/08/2022;19:45:00;26,0;42,3;26,5;40,0;26,4;45,6
19/08/2022;20:00:00;26,0;42,6;26,5;40,2;26,4;46,3
19/08/2022;20:15:00;26,0;42,9;26,5;40,5;26,4;46,0
19/08/2022;20:30:00;26,0;43,3;26,5;40,7;26,3;46,6
19/08/2022;20:45:00;26,0;43,5;26,5;40,9;26,3;47,3
19/08/2022;21:00:00;26,0;43,9;26,5;41,1;26,3;47,8
19/08/2022;21:15:00;25,9;44,2;26,4;41,3;26,3;47,9
19/08/2022;21:30:00;26,0;44,4;26,4;41,6;26,2;47,8
19/08/2022;21:45:00;25,9;44,5;26,4;41,8;26,2;47,4
19/08/2022;22:00:00;25,9;44,7;26,3;42,0;26,1;47,5
19/08/2022;22:15:00;25,8;44,8;26,3;42,3;26,1;47,6
19/08/2022;22:30:00;25,8;44,9;26,2;42,5;26,1;47,6
19/08/2022;22:45:00;25,8;45,0;26,2;42,9;26,0;47,5
19/08/2022;23:00:00;25,7;45,0;26,1;43,6;26,0;47,8
19/08/2022;23:15:00;25,6;45,1;26,0;43,9;25,9;48,0
19/08/2022;23:30:00;25,7;45,4;26,0;44,4;25,9;48,1
19/08/2022;23:45:00;25,6;45,4;25,9;44,8;25,8;47,9
20/08/2022;00:00:00;25,5;45,5;25,9;45,0;25,8;48,0
20/08/2022;00:15:00;25,4;45,6;25,8;45,0;25,7;48,1
20/08/2022;00:30:00;25,4;45,7;25,7;45,3;25,7;47,8
20/08/2022;00:45:00;25,3;45,8;25,7;45,2;25,6;47,9
20/08/2022;01:00:00;25,2;45,9;25,6;45,7;25,6;48,0
20/08/2022;01:15:00;25,2;46,0;25,5;46,0;25,6;48,1
20/08/2022;01:30:00;25,1;46,1;25,5;46,2;25,5;48,5
20/08/2022;01:45:00;25,1;46,2;25,4;46,4;25,5;48,8
20/08/2022;02:00:00;25,0;46,3;25,3;46,6;25,5;48,9
20/08/2022;02:15:00;25,0;46,6;25,3;46,7;25,4;49,1
20/08/2022;02:30:00;24,9;46,6;25,2;46,8;25,4;48,9
20/08/2022;02:45:00;24,8;46,7;25,1;46,9;25,3;49,2
20/08/2022;03:00:00;24,8;46,9;25,1;47,0;25,3;49,2
20/08/2022;03:15:00;24,7;46,9;25,0;47,2;25,3;49,4
20/08/2022;03:30:00;24,7;47,0;24,9;47,4;25,2;48,8
20/08/2022;03:45:00;24,6;47,1;24,9;47,4;25,1;48,8
20/08/2022;04:00:00;24,5;47,1;24,8;47,4;25,1;48,6
20/08/2022;04:15:00;24,5;47,3;24,7;47,5;25,0;48,9
20/08/2022;04:30:00;24,5;47,3;24,7;47,7;25,0;49,9
20/08/2022;04:45:00;24,4;47,3;24,6;47,9;25,0;50,1
20/08/2022;05:00:00;24,4;47,6;24,6;48,0;24,9;49,7
20/08/2022;05:15:00;24,3;47,8;24,5;48,1;24,9;50,0
20/08/2022;05:30:00;24,3;47,8;24,5;48,2;24,8;49,6
20/08/2022;05:45:00;24,2;47,8;24,4;48,3;24,8;49,4
20/08/2022;06:00:00;24,2;48,0;24,4;48,4;24,8;49,9
20/08/2022;06:15:00;24,1;48,2;24,3;48,6;24,7;50,2
20/08/2022;06:30:00;24,1;48,2;24,3;48,7;24,7;49,9
20/08/2022;06:45:00;24,0;48,3;24,2;48,8;24,6;50,0
20/08/2022;07:00:00;24,0;48,4;24,2;49,0;24,6;49,9
20/08/2022;07:15:00;24,0;48,5;24,2;49,2;24,6;50,2
20/08/2022;07:30:00;24,0;48,7;24,1;49,4;24,6;50,2
20/08/2022;07:45:00;23,9;48,8;24,1;49,5;24,6;50,6
20/08/2022;08:00:00;23,9;49,0;24,1;49,7;24,6;50,5
20/08/2022;08:15:00;23,9;49,2;24,1;49,9;24,6;50,9
20/08/2022;08:30:00;23,9;49,3;24,1;49,9;24,6;50,6
20/08/2022;08:45:00;23,9;49,2;24,1;49,9;24,6;50,4
20/08/2022;09:00:00;23,9;49,3;24,1;50,0;24,6;50,1
20/08/2022;09:15:00;24,0;49,4;24,2;50,1;24,6;50,1
20/08/2022;09:30:00;24,0;50,0;24,2;50,2;24,7;50,1
20/08/2022;09:45:00;24,1;51,2;24,3;51,0;24,7;49,2
20/08/2022;10:00:00;24,1;51,7;24,3;52,5;24,7;50,2
20/08/2022;10:15:00;24,2;53,2;24,4;53,1;24,8;52,0
20/08/2022;10:30:00;22,9;44,2;24,1;46,8;24,7;53,3
20/08/2022;10:45:00;22,4;40,0;23,6;43,2;24,5;47,5
20/08/2022;11:00:00;22,1;39,2;23,3;40,7;24,4;47,8
20/08/2022;11:15:00;22,2;40,6;23,4;40,5;24,4;41,7
20/08/2022;11:30:00;23,2;43,8;23,9;42,0;24,6;47,3
20/08/2022;11:45:00;22,6;40,3;23,8;40,9;24,6;45,1
20/08/2022;12:00:00;22,1;38,8;23,5;38,7;24,5;43,4
20/08/2022;12:15:00;22,4;43,9;23,6;40,7;24,5;43,7
20/08/2022;12:30:00;23,2;43,3;24,1;41,4;24,9;43,3
20/08/2022;12:45:00;23,8;45,8;24,6;46,4;25,2;43,9
20/08/2022;13:00:00;24,2;48,2;24,9;46,4;25,3;43,5
20/08/2022;13:15:00;23,3;41,0;24,5;41,5;25,2;43,9
20/08/2022;13:30:00;22,8;39,7;24,3;40,1;25,1;43,6
20/08/2022;13:45:00;22,7;38,5;24,2;38,8;25,1;43,0
20/08/2022;14:00:00;23,2;41,1;24,5;40,3;25,1;41,1
20/08/2022;14:15:00;23,7;45,7;24,8;41,2;25,5;43,7
20/08/2022;14:30:00;23,1;39,3;24,6;39,3;25,1;42,9
20/08/2022;14:45:00;22,6;37,8;24,3;38,1;24,8;41,4
20/08/2022;15:00:00;22,4;37,4;24,2;36,5;24,7;40,5
20/08/2022;15:15:00;22,4;36,9;24,2;35,7;24,6;39,0
20/08/2022;15:30:00;22,3;36,6;24,1;35,3;24,5;36,4
20/08/2022;15:45:00;22,2;37,3;24,1;35,0;24,4;37,0
20/08/2022;16:00:00;23,3;38,5;24,7;37,2;24,9;38,2
20/08/2022;16:15:00;22,6;37,0;24,6;35,6;24,7;38,1
20/08/2022;16:30:00;22,3;36,2;24,5;34,7;24,6;37,9
20/08/2022;16:45:00;22,2;35,8;24,5;34,1;24,5;38,2
20/08/2022;17:00:00;22,2;35,5;24,4;33,5;24,6;39,1
20/08/2022;17:15:00;22,2;35,5;24,4;33,1;24,6;39,5
20/08/2022;17:30:00;23,1;37,2;24,7;34,1;24,9;37,2
20/08/2022;17:45:00;23,8;37,2;25,1;34,9;25,3;36,9
20/08/2022;18:00:00;24,1;37,9;25,3;35,7;25,5;37,2
20/08/2022;18:15:00;24,4;38,4;25,4;36,3;25,5;38,4
20/08/2022;18:30:00;24,5;39,3;25,5;36,8;25,6;39,0
20/08/2022;18:45:00;24,6;39,6;25,6;37,3;25,6;40,0
20/08/2022;19:00:00;24,7;40,6;25,6;37,7;25,7;40,7
20/08/2022;19:15:00;24,8;40,9;25,6;37,9;25,6;41,6
20/08/2022;19:30:00;24,9;41,8;25,6;38,3;25,6;42,1
20/08/2022;19:45:00;24,9;42,5;25,6;38,6;25,6;42,2
20/08/2022;20:00:00;24,9;43,0;25,7;38,9;25,6;42,5
20/08/2022;20:15:00;25,0;43,4;25,6;39,2;25,6;42,7
20/08/2022;20:30:00;25,0;43,7;25,6;39,5;25,5;43,0
20/08/2022;20:45:00;25,0;43,9;25,6;39,7;25,5;43,5
20/08/2022;21:00:00;25,0;44,1;25,6;39,9;25,5;43,6
20/08/2022;21:15:00;25,0;44,2;25,6;40,1;25,5;43,8
20/08/2022;21:30:00;25,0;44,3;25,6;40,4;25,5;43,8
20/08/2022;21:45:00;25,0;44,3;25,6;40,6;25,5;44,0
20/08/2022;22:00:00;25,0;44,4;25,6;40,8;25,5;44,1
20/08/2022;22:15:00;25,0;44,4;25,6;41,0;25,4;44,5
20/08/2022;22:30:00;25,0;44,6;25,6;41,1;25,5;44,2
20/08/2022;22:45:00;25,0;44,7;25,6;41,3;25,5;44,6
20/08/2022;23:00:00;25,0;44,9;25,6;41,5;25,5;44,8
20/08/2022;23:15:00;25,1;45,1;25,6;41,6;25,5;44,9
20/08/2022;23:30:00;25,1;45,2;25,6;41,9;25,5;45,0
20/08/2022;23:45:00;25,0;45,3;25,6;42,1;25,5;45,1
21/08/2022;00:00:00;25,1;45,5;25,6;42,2;25,5;45,5
21/08/2022;00:15:00;25,1;45,7;25,6;42,4;25,5;45,8
21/08/2022;00:30:00;25,0;45,8;25,5;42,6;25,5;45,9
21/08/2022;00:45:00;25,0;45,8;25,5;42,7;25,4;46,0
21/08/2022;01:00:00;25,0;45,9;25,5;42,9;25,4;46,2
21/08/2022;01:15:00;25,0;45,8;25,4;43,2;25,4;46,2
21/08/2022;01:30:00;25,0;45,9;25,4;43,5;25,4;46,6
21/08/2022;01:45:00;24,9;46,0;25,4;44,0;25,3;46,3
21/08/2022;02:00:00;24,9;46,1;25,3;44,5;25,3;46,8
21/08/2022;02:15:00;24,9;46,1;25,3;44,8;25,3;46,1
21/08/2022;02:30:00;24,8;46,2;25,2;44,9;25,2;46,5
21/08/2022;02:45:00;24,8;46,3;25,2;45,0;25,2;46,3
21/08/2022;03:00:00;24,8;46,4;25,2;45,2;25,2;46,4
21/08/2022;03:15:00;24,7;46,5;25,1;45,4;25,2;46,4
21/08/2022;03:30:00;24,7;46,6;25,1;45,3;25,2;46,5
21/08/2022;03:45:00;24,6;46,6;25,0;45,6;25,1;48,1
21/08/2022;04:00:00;24,6;46,6;25,0;45,8;25,1;48,4
21/08/2022;04:15:00;24,6;46,6;25,0;46,0;25,1;49,0
21/08/2022;04:30:00;24,5;46,8;24,9;46,2;25,0;47,9
21/08/2022;04:45:00;24,5;46,9;24,9;46,5;25,0;48,5
21/08/2022;05:00:00;24,4;47,1;24,8;46,7;25,0;48,9
21/08/2022;05:15:00;24,4;47,2;24,8;46,9;24,9;48,9
21/08/2022;05:30:00;24,4;47,3;24,8;47,0;24,9;48,5
21/08/2022;05:45:00;24,3;47,4;24,7;47,2;24,9;48,3
21/08/2022;06:00:00;24,3;47,5;24,6;47,4;24,8;48,1
21/08/2022;06:15:00;24,2;47,5;24,6;47,4;24,8;48,3
21/08/2022;06:30:00;24,2;47,6;24,5;47,5;24,7;48,4
21/08/2022;06:45:00;24,2;47,6;24,5;47,6;24,7;48,5
21/08/2022;07:00:00;24,1;47,8;24,4;47,6;24,7;48,7
21/08/2022;07:15:00;24,1;47,9;24,4;47,8;24,7;48,8
21/08/2022;07:30:00;24,1;48,0;24,4;48,0;24,6;49,2
21/08/2022;07:45:00;24,1;48,1;24,4;48,2;24,6;49,7
21/08/2022;08:00:00;24,1;48,3;24,4;48,3;24,6;49,4
21/08/2022;08:15:00;24,1;48,4;24,4;48,4;24,6;49,2
21/08/2022;08:30:00;24,1;48,3;24,4;48,4;24,6;49,0
21/08/2022;08:45:00;24,1;48,3;24,4;48,4;24,7;48,5
21/08/2022;09:00:00;24,1;48,3;24,4;48,4;24,7;48,6
21/08/2022;09:15:00;24,2;48,4;24,5;48,5;24,7;48,3
21/08/2022;09:30:00;24,2;49,6;24,5;48,6;24,7;48,2
21/08/2022;09:45:00;23,7;45,4;24,4;46,7;24,7;46,4
21/08/2022;10:00:00;22,8;40,0;23,8;42,6;24,4;44,0
21/08/2022;10:15:00;22,2;38,8;23,5;39,8;24,3;43,3
21/08/2022;10:30:00;22,0;38,3;23,4;38,6;24,1;40,5
21/08/2022;10:45:00;21,9;37,9;23,3;37,6;24,0;39,1
21/08/2022;11:00:00;21,9;37,7;23,3;36,9;23,9;38,8
21/08/2022;11:15:00;21,8;37,7;23,3;36,4;23,9;38,5
21/08/2022;11:30:00;21,7;37,4;23,3;35,9;23,9;39,3
21/08/2022;11:45:00;21,8;38,6;23,3;35,8;24,0;40,8
21/08/2022;12:00:00;21,6;37,2;23,4;35,3;24,0;40,8
21/08/2022;12:15:00;21,6;36,7;23,4;34,8;24,1;40,3
21/08/2022;12:30:00;21,6;36,6;23,5;34,4;24,2;40,6
21/08/2022;12:45:00;21,6;36,5;23,6;34,3;24,2;40,3
21/08/2022;13:00:00;21,6;36,4;23,7;34,0;24,3;39,9
21/08/2022;13:15:00;21,7;36,3;23,7;33,9;24,4;40,5
21/08/2022;13:30:00;21,7;36,0;23,8;33,7;24,5;39,5
21/08/2022;13:45:00;21,7;36,0;23,9;33,5;24,5;38,6
21/08/2022;14:00:00;21,8;35,8;24,0;33,3;24,5;36,5
21/08/2022;14:15:00;21,9;36,2;24,1;33,2;24,6;36,4
21/08/2022;14:30:00;21,9;36,1;24,2;33,0;24,6;35,9
21/08/2022;14:45:00;21,9;35,6;24,2;32,7;24,7;35,8
21/08/2022;15:00:00;22,0;36,2;24,3;32,7;24,8;35,8
21/08/2022;15:15:00;22,0;36,1;24,4;32,6;24,8;35,7
21/08/2022;15:30:00;22,1;36,0;24,4;32,7;24,8;36,6
21/08/2022;15:45:00;22,1;36,1;24,5;32,7;24,8;36,0
21/08/2022;16:00:00;22,2;36,3;24,5;32,7;24,9;35,5
21/08/2022;16:15:00;22,2;35,7;24,6;32,6;24,8;35,9
21/08/2022;16:30:00;22,2;35,7;24,6;32,4;24,9;37,0
21/08/2022;16:45:00;22,1;35,4;24,6;32,3;24,8;38,2
21/08/2022;17:00:00;22,3;36,2;24,6;32,4;24,8;37,8
21/08/2022;17:15:00;23,5;37,3;25,2;32,8;25,5;37,3
21/08/2022;17:30:00;24,3;37,0;25,8;33,2;26,0;37,1
21/08/2022;17:45:00;24,8;37,9;26,1;33,7;26,3;39,1
21/08/2022;18:00:00;25,0;38,1;26,3;34,1;26,4;39,4
21/08/2022;18:15:00;25,3;38,5;26,4;34,5;26,5;40,4
21/08/2022;18:30:00;25,4;39,2;26,5;34,8;26,5;42,1
21/08/2022;18:45:00;25,5;39,4;26,6;35,2;26,5;45,6
21/08/2022;19:00:00;25,7;40,2;26,7;35,5;26,6;46,0
21/08/2022;19:15:00;25,7;40,4;26,8;35,8;26,6;46,4
21/08/2022;19:30:00;25,9;41,1;26,8;36,0;26,6;46,6
21/08/2022;19:45:00;25,9;41,5;26,8;36,3;26,7;46,6
21/08/2022;20:00:00;26,0;41,9;26,9;36,5;26,7;47,6
21/08/2022;20:15:00;26,0;42,4;26,9;36,8;26,7;48,0
21/08/2022;20:30:00;26,1;42,8;27,0;37,0;26,8;48,5
21/08/2022;20:45:00;26,1;43,1;27,0;37,2;26,8;48,5
21/08/2022;21:00:00;26,2;43,5;27,0;37,5;26,8;48,4
21/08/2022;21:15:00;26,2;43,7;27,0;37,8;26,8;48,1
21/08/2022;21:30:00;26,2;44,0;27,0;37,9;26,8;47,1
21/08/2022;21:45:00;26,3;44,3;27,0;38,2;26,8;46,6
21/08/2022;22:00:00;26,3;44,5;27,0;38,5;26,8;46,0
21/08/2022;22:15:00;26,3;44,5;27,0;38,6;26,8;45,0
21/08/2022;22:30:00;26,3;44,7;27,0;38,9;26,8;45,2
21/08/2022;22:45:00;26,3;44,9;27,0;39,0;26,8;45,6
21/08/2022;23:00:00;26,3;45,0;27,0;39,3;26,8;45,4
21/08/2022;23:15:00;26,3;45,1;27,0;39,5;26,7;45,9
21/08/2022;23:30:00;26,3;45,2;26,9;39,8;26,7;46,6
21/08/2022;23:45:00;26,3;45,5;26,9;40,0;26,7;46,4
22/08/2022;00:00:00;26,3;45,5;26,9;40,2;26,7;46,1
22/08/2022;00:15:00;26,2;45,8;26,9;40,5;26,7;45,9
22/08/2022;00:30:00;26,2;45,7;26,9;40,7;26,6;45,6
22/08/2022;00:45:00;26,2;45,6;26,8;40,9;26,6;44,9
22/08/2022;01:00:00;26,2;45,4;26,8;41,1;26,6;44,8
22/08/2022;01:15:00;26,2;45,4;26,7;41,3;26,5;44,6
22/08/2022;01:30:00;26,2;45,3;26,7;41,4;26,5;44,4
22/08/2022;01:45:00;26,1;45,1;26,7;41,5;26,5;44,3
22/08/2022;02:00:00;26,1;45,1;26,6;41,6;26,5;44,2
22/08/2022;02:15:00;26,1;45,1;26,6;41,7;26,5;44,6
22/08/2022;02:30:00;26,0;45,0;26,5;41,8;26,4;44,8
22/08/2022;02:45:00;26,0;45,1;26,5;41,9;26,4;45,1
22/08/2022;03:00:00;26,0;45,3;26,5;42,1;26,4;46,0
22/08/2022;03:15:00;26,0;45,5;26,5;42,3;26,4;46,0
22/08/2022;03:30:00;25,9;45,6;26,4;42,5;26,4;46,9
22/08/2022;03:45:00;25,9;45,8;26,4;42,7;26,3;46,7
22/08/2022;04:00:00;25,9;46,0;26,3;43,0;26,3;46,9
22/08/2022;04:15:00;25,9;46,0;26,3;43,5;26,3;47,1
22/08/2022;04:30:00;25,8;46,2;26,2;43,7;26,2;46,6
22/08/2022;04:45:00;25,8;46,2;26,2;44,1;26,2;46,2
22/08/2022;05:00:00;25,7;46,3;26,2;44,4;26,2;46,2
22/08/2022;05:15:00;25,7;46,4;26,1;44,5;26,1;46,3
22/08/2022;05:30:00;25,7;46,5;26,1;44,7;26,1;46,4
22/08/2022;05:45:00;25,6;46,6;26,0;44,9;26,1;46,4
22/08/2022;06:00:00;25,6;46,7;26,0;45,0;26,1;46,5
22/08/2022;06:15:00;25,6;46,8;26,0;45,1;26,1;47,7
22/08/2022;06:30:00;25,5;46,8;25,9;45,4;26,0;47,0
22/08/2022;06:45:00;25,5;46,8;25,9;45,5;26,0;47,4
22/08/2022;07:00:00;25,5;47,0;25,9;45,6;26,0;47,6
22/08/2022;07:15:00;25,5;47,1;25,9;45,7;26,0;47,7
22/08/2022;07:30:00;25,5;47,2;25,9;46,0;26,0;47,9
22/08/2022;07:45:00;25,5;47,4;25,8;46,1;25,9;47,4
22/08/2022;08:00:00;25,4;47,6;25,8;46,2;25,9;47,2
22/08/2022;08:15:00;25,4;47,8;25,8;46,4;25,9;47,5
22/08/2022;08:30:00;25,4;47,9;25,7;46,4;25,8;47,5
22/08/2022;08:45:00;25,4;47,9;25,8;46,5;25,9;47,3
22/08/2022;09:00:00;25,4;48,0;25,8;46,6;25,9;47,3
22/08/2022;09:15:00;25,4;48,3;25,8;46,3;25,9;47,6
22/08/2022;09:30:00;25,5;48,4;25,8;46,1;26,0;48,7
22/08/2022;09:45:00;25,6;48,6;25,9;46,1;26,1;50,2
22/08/2022;10:00:00;24,9;44,1;25,8;45,3;25,9;49,9
22/08/2022;10:15:00;24,2;41,6;25,5;42,6;25,7;49,6
22/08/2022;10:30:00;23,8;40,7;25,3;41,1;25,6;48,0
22/08/2022;10:45:00;23,5;41,6;25,2;40,8;25,6;47,6
22/08/2022;11:00:00;23,4;41,2;25,2;40,3;25,5;45,3
22/08/2022;11:15:00;23,3;40,4;25,1;39,8;25,5;47,1
22/08/2022;11:30:00;23,2;40,3;25,1;39,0;25,5;46,4
22/08/2022;11:45:00;23,1;40,6;25,1;39,2;25,3;43,9
22/08/2022;12:00:00;23,1;40,1;25,0;38,6;25,3;44,8
22/08/2022;12:15:00;23,0;39,9;25,0;38,3;25,1;42,6
22/08/2022;12:30:00;22,9;39,3;25,0;37,6;25,2;45,4
22/08/2022;12:45:00;22,9;40,2;25,0;37,8;25,2;46,3
22/08/2022;13:00:00;22,9;40,6;25,0;37,5;25,1;46,6
22/08/2022;13:15:00;22,9;39,7;25,1;37,8;25,1;45,7
22/08/2022;13:30:00;22,9;38,6;25,1;37,0;25,1;43,9
22/08/2022;13:45:00;22,9;37,8;25,1;36,4;25,0;44,1
22/08/2022;14:00:00;22,8;37,4;25,1;36,0;25,0;42,8
22/08/2022;14:15:00;22,8;37,0;25,1;35,2;25,0;41,8
22/08/2022;14:22:10;;;;;25,1;39,8
22/08/2022;14:30:00;23,1;38,5;25,2;35,2;25,2;39,3
22/08/2022;14:45:00;24,1;40,7;25,7;36,6;25,8;39,2
22/08/2022;15:00:00;24,2;41,1;25,8;37,7;26,0;40,9
22/08/2022;15:15:00;24,8;41,8;26,1;38,4;26,2;41,1
22/08/2022;15:30:00;25,2;43,7;26,3;39,5;26,4;41,6
22/08/2022;15:45:00;25,4;43,8;26,5;39,7;26,6;46,8
22/08/2022;16:00:00;25,6;45,3;26,6;42,6;26,6;45,6
22/08/2022;16:15:00;25,9;47,8;26,7;45,8;26,7;47,4
22/08/2022;16:30:00;26,0;48,2;26,8;47,6;26,7;49,6
22/08/2022;16:45:00;25,7;43,3;26,4;42,3;26,7;52,9
22/08/2022;17:00:00;25,3;40,5;25,8;40,7;26,5;44,7
22/08/2022;17:15:00;25,1;38,7;25,5;39,1;26,1;41,4
22/08/2022;17:30:00;24,9;37,6;25,3;38,5;26,1;43,1
22/08/2022;17:45:00;24,8;37,0;25,1;37,8;25,9;41,0
22/08/2022;18:00:00;24,7;36,4;24,9;37,3;25,8;39,8
22/08/2022;18:15:00;24,5;36,0;24,8;36,9;25,7;38,3
22/08/2022;18:30:00;24,9;37,3;25,3;37,2;25,9;40,3
22/08/2022;18:45:00;25,3;39,3;25,8;37,6;26,3;41,7
22/08/2022;19:00:00;25,5;40,7;26,0;38,1;26,5;43,6
22/08/2022;19:15:00;25,6;42,0;26,1;38,8;26,5;44,3
22/08/2022;19:30:00;25,6;42,8;26,2;39,4;26,5;45,4
22/08/2022;19:45:00;25,7;43,3;26,2;39,8;26,5;45,6
22/08/2022;20:00:00;25,7;43,9;26,2;40,2;26,4;46,0
22/08/2022;20:15:00;25,7;44,4;26,2;40,5;26,4;46,2
22/08/2022;20:30:00;25,7;44,8;26,3;40,9;26,4;46,4
22/08/2022;20:45:00;25,7;45,2;26,3;41,2;26,4;46,7
22/08/2022;21:00:00;25,8;45,5;26,3;41,5;26,3;46,8
22/08/2022;21:15:00;25,8;45,8;26,2;41,8;26,3;47,2
22/08/2022;21:30:00;25,8;46,0;26,2;42,0;26,3;47,7
22/08/2022;21:45:00;25,8;46,2;26,2;42,3;26,2;47,8
22/08/2022;22:00:00;25,8;46,4;26,2;42,5;26,2;47,6
22/08/2022;22:15:00;25,8;46,6;26,2;42,7;26,2;48,5
22/08/2022;22:30:00;25,7;46,9;26,2;42,9;26,2;47,9
22/08/2022;22:45:00;25,7;47,1;26,1;43,2;26,2;48,6
22/08/2022;23:00:00;25,7;47,3;26,1;43,4;26,2;48,5
22/08/2022;23:15:00;25,7;47,5;26,1;43,7;26,1;48,6
22/08/2022;23:30:00;25,7;47,5;26,1;43,9;26,1;48,5
22/08/2022;23:45:00;25,6;47,5;26,0;44,1;26,1;49,0
23/08/2022;00:00:00;25,6;47,3;26,0;44,5;26,0;48,7
23/08/2022;00:15:00;25,6;47,3;25,9;45,1;26,0;48,9
23/08/2022;00:30:00;25,5;47,5;25,9;45,7;26,0;48,8
23/08/2022;00:45:00;25,5;47,5;25,8;46,4;25,9;48,7
23/08/2022;01:00:00;25,4;47,5;25,8;46,9;25,9;48,9
23/08/2022;01:15:00;25,4;47,7;25,7;47,1;25,8;48,7
23/08/2022;01:30:00;25,4;47,8;25,7;47,1;25,8;48,7
23/08/2022;01:45:00;25,3;47,8;25,6;47,3;25,8;48,8
23/08/2022;02:00:00;25,3;47,8;25,6;47,4;25,8;48,7
23/08/2022;02:15:00;25,2;47,8;25,6;47,5;25,7;48,6
23/08/2022;02:30:00;25,2;47,9;25,6;47,7;25,7;49,0
23/08/2022;02:45:00;25,2;48,1;25,5;47,7;25,7;49,1
23/08/2022;03:00:00;25,2;48,2;25,5;47,9;25,7;49,0
23/08/2022;03:15:00;25,1;48,3;25,4;48,0;25,6;49,4
23/08/2022;03:30:00;25,1;48,4;25,4;48,2;25,6;49,6
23/08/2022;03:45:00;25,1;48,4;25,4;48,2;25,6;49,4
23/08/2022;04:00:00;25,0;48,5;25,3;48,2;25,6;49,6
23/08/2022;04:15:00;25,0;48,6;25,3;48,3;25,5;49,8
23/08/2022;04:30:00;25,0;48,6;25,3;48,5;25,5;49,8
