Localité;;"T18M3PR [°C]";"T18M3PR [%HR]"
"Groupe de points de mesure";;;
Zone;;;
"Limite inférieure";;15,0;15,0
13/08/2022;23:00:00;22,5;57,8
13/08/2022;23:15:00;22,5;58,0
13/08/2022;23:30:00;22,5;58,2
13/08/2022;23:45:00;22,5;58,4
14/08/2022;00:00:00;22,6;58,6
14/08/2022;00:15:00;22,6;58,5
14/08/2022;00:30:00;22,6;58,6
14/08/2022;00:45:00;22,6;58,7
14/08/2022;01:00:00;22,6;58,8
14/08/2022;01:15:00;22,6;58,8
14/08/2022;01:30:00;22,6;58,8
14/08/2022;01:45:00;22,6;58,7
14/08/2022;02:00:00;22,6;58,7
14/08/2022;02:15:00;22,6;58,7
14/08/2022;02:30:00;22,6;58,7
14/08/2022;02:45:00;22,6;58,7
14/08/2022;03:00:00;22,6;58,7
14/08/2022;03:15:00;22,6;58,7
14/08/2022;03:30:00;22,6;58,8
14/08/2022;03:45:00;22,6;59,0
14/08/2022;04:00:00;22,6;59,0
14/08/2022;04:15:00;22,6;59,0
14/08/2022;04:30:00;22,6;59,2
14/08/2022;04:45:00;22,6;59,3
14/08/2022;05:00:00;22,6;59,4
14/08/2022;05:15:00;22,6;59,3
14/08/2022;05:30:00;22,6;59,4
14/08/2022;05:45:00;22,6;59,8
14/08/2022;06:00:00;22,7;60,1
14/08/2022;06:15:00;22,6;60,1
14/08/2022;06:30:00;22,6;59,8
14/08/2022;06:45:00;22,6;59,9
14/08/2022;07:00:00;22,6;60,2
14/08/2022;07:15:00;22,7;60,3
14/08/2022;07:30:00;22,6;60,2
14/08/2022;07:45:00;22,6;60,3
14/08/2022;08:00:00;22,7;60,6
14/08/2022;08:15:00;22,6;60,2
14/08/2022;08:30:00;22,6;60,1
14/08/2022;08:45:00;22,7;60,1
14/08/2022;09:00:00;22,6;59,7
14/08/2022;09:15:00;22,7;59,7
14/08/2022;09:30:00;22,7;60,1
14/08/2022;09:45:00;22,7;59,9
14/08/2022;10:00:00;22,7;59,9
14/08/2022;10:15:00;22,6;59,9
14/08/2022;10:30:00;22,3;57,2
14/08/2022;10:45:00;22,2;56,0
14/08/2022;11:00:00;22,2;55,6
14/08/2022;11:15:00;22,1;54,3
14/08/2022;11:30:00;22,1;53,6
14/08/2022;11:45:00;22,1;54,4
14/08/2022;12:00:00;22,1;53,1
14/08/2022;12:15:00;22,0;52,5
14/08/2022;12:30:00;22,0;53,0
14/08/2022;12:45:00;22,0;52,9
14/08/2022;13:00:00;22,0;51,9
14/08/2022;13:15:00;22,0;52,2
14/08/2022;13:30:00;22,0;52,6
14/08/2022;13:45:00;21,9;52,1
14/08/2022;14:00:00;21,9;51,4
14/08/2022;14:15:00;21,9;52,8
14/08/2022;14:30:00;21,9;52,4
14/08/2022;14:45:00;21,9;51,2
14/08/2022;15:00:00;21,9;51,5
14/08/2022;15:15:00;21,9;52,3
14/08/2022;15:30:00;21,9;52,6
14/08/2022;15:45:00;21,8;51,5
14/08/2022;16:00:00;21,8;51,4
14/08/2022;16:15:00;21,8;51,5
14/08/2022;16:30:00;21,8;50,8
14/08/2022;16:45:00;21,8;50,9
14/08/2022;17:00:00;21,8;51,4
14/08/2022;17:15:00;21,8;51,0
14/08/2022;17:30:00;21,7;50,6
14/08/2022;17:45:00;21,9;52,6
14/08/2022;18:00:00;22,1;52,9
14/08/2022;18:15:00;22,2;53,7
14/08/2022;18:30:00;22,3;53,9
14/08/2022;18:45:00;22,3;54,6
14/08/2022;19:00:00;22,3;54,7
14/08/2022;19:15:00;22,4;55,5
14/08/2022;19:30:00;22,4;55,2
14/08/2022;19:45:00;22,4;55,1
14/08/2022;20:00:00;22,4;55,3
14/08/2022;20:15:00;22,5;55,3
14/08/2022;20:30:00;22,5;55,5
14/08/2022;20:45:00;22,5;55,6
14/08/2022;21:00:00;22,5;55,8
14/08/2022;21:15:00;22,5;56,0
14/08/2022;21:30:00;22,5;56,4
14/08/2022;21:45:00;22,5;56,4
14/08/2022;22:00:00;22,5;56,3
14/08/2022;22:15:00;22,5;56,2
14/08/2022;22:30:00;22,5;56,4
14/08/2022;22:45:00;22,5;56,3
14/08/2022;23:00:00;22,6;56,3
14/08/2022;23:15:00;22,6;56,4
14/08/2022;23:30:00;22,6;56,4
14/08/2022;23:45:00;22,6;56,4
15/08/2022;00:00:00;22,6;56,4
15/08/2022;00:15:00;22,6;56,4
15/08/2022;00:30:00;22,6;56,5
15/08/2022;00:45:00;22,6;56,6
15/08/2022;01:00:00;22,6;56,6
15/08/2022;01:15:00;22,6;56,7
15/08/2022;01:30:00;22,6;56,9
15/08/2022;01:45:00;22,6;57,1
15/08/2022;02:00:00;22,6;57,1
15/08/2022;02:15:00;22,6;57,2
15/08/2022;02:30:00;22,7;57,2
15/08/2022;02:45:00;22,7;57,3
15/08/2022;03:00:00;22,7;57,3
15/08/2022;03:15:00;22,7;57,3
15/08/2022;03:30:00;22,7;57,4
15/08/2022;03:45:00;22,7;57,5
15/08/2022;04:00:00;22,7;57,6
15/08/2022;04:15:00;22,7;57,7
15/08/2022;04:30:00;22,7;57,9
15/08/2022;04:45:00;22,7;58,0
15/08/2022;05:00:00;22,7;57,9
15/08/2022;05:15:00;22,7;58,1
15/08/2022;05:30:00;22,7;58,2
15/08/2022;05:45:00;22,7;58,3
15/08/2022;06:00:00;22,7;58,3
15/08/2022;06:15:00;22,7;58,3
15/08/2022;06:30:00;22,7;58,3
15/08/2022;06:45:00;22,7;58,5
15/08/2022;07:00:00;22,7;58,5
15/08/2022;07:15:00;22,7;58,6
15/08/2022;07:30:00;22,7;58,7
15/08/2022;07:45:00;22,7;58,8
15/08/2022;08:00:00;22,7;58,8
15/08/2022;08:15:00;22,7;58,9
15/08/2022;08:30:00;22,7;59,2
15/08/2022;08:45:00;22,8;59,4
15/08/2022;09:00:00;22,7;60,8
15/08/2022;09:15:00;22,5;58,8
15/08/2022;09:30:00;22,5;58,8
15/08/2022;09:45:00;22,5;58,5
15/08/2022;10:00:00;22,4;57,9
15/08/2022;10:15:00;22,4;57,8
15/08/2022;10:30:00;22,4;56,9
15/08/2022;10:45:00;22,5;57,6
15/08/2022;11:00:00;22,5;57,3
15/08/2022;11:15:00;22,6;58,9
15/08/2022;11:30:00;22,7;59,2
15/08/2022;11:45:00;22,7;60,9
15/08/2022;12:00:00;22,8;62,1
15/08/2022;12:15:00;22,9;64,3
15/08/2022;12:30:00;22,6;62,8
15/08/2022;12:45:00;22,7;63,8
15/08/2022;13:00:00;22,8;63,9
15/08/2022;13:15:00;22,7;64,0
15/08/2022;13:30:00;22,5;62,9
15/08/2022;13:45:00;22,4;62,2
15/08/2022;14:00:00;22,4;62,3
15/08/2022;14:15:00;22,3;61,9
15/08/2022;14:30:00;22,3;61,7
15/08/2022;14:45:00;22,3;61,1
15/08/2022;15:00:00;22,4;61,5
15/08/2022;15:15:00;22,3;60,9
15/08/2022;15:30:00;22,3;60,8
15/08/2022;15:45:00;22,5;60,9
15/08/2022;16:00:00;22,7;60,9
15/08/2022;16:15:00;22,8;61,6
15/08/2022;16:30:00;22,8;61,5
15/08/2022;16:45:00;22,9;61,9
15/08/2022;17:00:00;22,9;61,9
15/08/2022;17:15:00;22,9;61,8
15/08/2022;17:30:00;22,9;61,8
15/08/2022;17:45:00;22,9;61,8
15/08/2022;18:00:00;22,9;61,8
15/08/2022;18:15:00;22,9;61,8
15/08/2022;18:30:00;22,9;61,9
15/08/2022;18:45:00;22,8;62,0
15/08/2022;19:00:00;22,9;62,1
15/08/2022;19:15:00;22,9;62,1
15/08/2022;19:30:00;22,9;62,2
15/08/2022;19:45:00;22,9;62,4
15/08/2022;20:00:00;22,9;62,4
15/08/2022;20:15:00;22,9;62,4
15/08/2022;20:30:00;22,9;62,4
15/08/2022;20:45:00;22,9;62,5
15/08/2022;21:00:00;22,9;62,4
15/08/2022;21:15:00;22,9;62,5
15/08/2022;21:30:00;22,9;62,6
15/08/2022;21:45:00;22,9;62,5
15/08/2022;22:00:00;22,9;62,5
15/08/2022;22:15:00;22,9;62,4
15/08/2022;22:30:00;22,9;62,4
15/08/2022;22:45:00;23,0;62,5
15/08/2022;23:00:00;23,0;62,6
15/08/2022;23:15:00;23,0;62,6
15/08/2022;23:30:00;23,0;62,6
15/08/2022;23:45:00;23,0;62,6
16/08/2022;00:00:00;23,0;62,6
16/08/2022;00:15:00;23,0;62,7
16/08/2022;00:30:00;23,0;62,6
16/08/2022;00:45:00;23,0;62,7
16/08/2022;01:00:00;23,0;62,7
16/08/2022;01:15:00;23,0;62,7
16/08/2022;01:30:00;23,0;62,6
16/08/2022;01:45:00;23,0;62,7
16/08/2022;02:00:00;23,0;62,7
16/08/2022;02:15:00;23,0;62,8
16/08/2022;02:30:00;23,0;62,9
16/08/2022;02:45:00;23,0;63,0
16/08/2022;03:00:00;23,0;62,9
16/08/2022;03:15:00;23,0;63,0
16/08/2022;03:30:00;23,0;63,0
16/08/2022;03:45:00;23,0;62,9
16/08/2022;04:00:00;23,0;63,0
16/08/2022;04:15:00;23,0;63,1
16/08/2022;04:30:00;23,0;63,1
16/08/2022;04:45:00;23,1;63,2
16/08/2022;05:00:00;23,0;63,1
16/08/2022;05:15:00;23,1;63,1
16/08/2022;05:30:00;23,1;63,2
16/08/2022;05:45:00;23,1;63,2
16/08/2022;06:00:00;23,1;63,2
16/08/2022;06:15:00;23,1;63,2
16/08/2022;06:30:00;23,1;63,2
16/08/2022;06:45:00;23,1;63,2
16/08/2022;07:00:00;23,1;63,2
16/08/2022;07:15:00;23,1;63,2
16/08/2022;07:30:00;23,1;63,2
16/08/2022;07:45:00;23,1;63,1
16/08/2022;08:00:00;23,1;63,0
16/08/2022;08:15:00;23,1;63,0
16/08/2022;08:30:00;23,1;62,9
16/08/2022;08:45:00;23,0;62,3
16/08/2022;09:00:00;22,6;58,0
16/08/2022;09:15:00;22,5;58,5
16/08/2022;09:30:00;22,5;59,2
16/08/2022;09:45:00;22,7;58,9
16/08/2022;10:00:00;22,9;60,3
16/08/2022;10:15:00;22,8;59,2
16/08/2022;10:30:00;22,6;58,3
16/08/2022;10:45:00;22,5;58,2
16/08/2022;11:00:00;22,5;57,7
16/08/2022;11:15:00;22,4;56,6
16/08/2022;11:30:00;22,4;55,8
16/08/2022;11:45:00;22,3;55,4
16/08/2022;12:00:00;22,3;55,2
16/08/2022;12:15:00;22,3;54,9
16/08/2022;12:30:00;22,3;54,9
16/08/2022;12:45:00;22,3;55,6
16/08/2022;13:00:00;22,3;55,0
16/08/2022;13:15:00;22,2;53,9
16/08/2022;13:30:00;22,5;57,0
16/08/2022;13:45:00;22,7;57,5
16/08/2022;14:00:00;22,7;58,5
16/08/2022;14:15:00;22,9;58,0
16/08/2022;14:30:00;22,9;59,3
16/08/2022;14:45:00;22,8;59,0
16/08/2022;15:00:00;22,7;57,9
16/08/2022;15:15:00;22,6;57,9
16/08/2022;15:30:00;22,5;57,2
16/08/2022;15:45:00;22,5;57,6
16/08/2022;16:00:00;22,4;58,2
16/08/2022;16:15:00;22,4;57,9
16/08/2022;16:30:00;22,4;57,8
16/08/2022;16:45:00;22,5;58,2
16/08/2022;17:00:00;22,5;58,2
16/08/2022;17:15:00;22,4;57,5
16/08/2022;17:30:00;22,6;58,3
16/08/2022;17:45:00;22,8;58,0
16/08/2022;18:00:00;22,8;58,2
16/08/2022;18:15:00;22,9;58,4
16/08/2022;18:30:00;22,9;58,8
16/08/2022;18:45:00;22,9;59,0
16/08/2022;19:00:00;22,9;59,2
16/08/2022;19:15:00;22,9;59,5
16/08/2022;19:30:00;23,0;59,6
16/08/2022;19:45:00;23,0;59,9
16/08/2022;20:00:00;23,0;59,9
16/08/2022;20:15:00;23,0;60,0
16/08/2022;20:30:00;23,0;60,2
16/08/2022;20:45:00;23,0;60,3
16/08/2022;21:00:00;23,0;60,4
16/08/2022;21:15:00;23,0;60,7
16/08/2022;21:30:00;23,0;60,8
16/08/2022;21:45:00;23,1;60,8
16/08/2022;22:00:00;23,1;60,9
16/08/2022;22:15:00;23,1;61,0
16/08/2022;22:30:00;23,1;61,1
16/08/2022;22:45:00;23,1;61,1
16/08/2022;23:00:00;23,1;61,2
16/08/2022;23:15:00;23,1;61,2
16/08/2022;23:30:00;23,1;61,2
16/08/2022;23:45:00;23,1;61,3
17/08/2022;00:00:00;23,1;61,4
17/08/2022;00:15:00;23,1;61,4
17/08/2022;00:30:00;23,1;61,4
17/08/2022;00:45:00;23,1;61,4
17/08/2022;01:00:00;23,1;61,6
17/08/2022;01:15:00;23,1;61,5
17/08/2022;01:30:00;23,1;61,6
17/08/2022;01:45:00;23,2;61,6
17/08/2022;02:00:00;23,2;61,6
17/08/2022;02:15:00;23,2;61,6
17/08/2022;02:30:00;23,2;61,7
17/08/2022;02:45:00;23,2;61,8
17/08/2022;03:00:00;23,2;61,8
17/08/2022;03:15:00;23,2;61,9
17/08/2022;03:30:00;23,2;61,9
17/08/2022;03:45:00;23,2;61,9
17/08/2022;04:00:00;23,2;61,8
17/08/2022;04:15:00;23,2;62,0
17/08/2022;04:30:00;23,2;62,0
17/08/2022;04:45:00;23,2;62,1
17/08/2022;05:00:00;23,2;62,1
17/08/2022;05:15:00;23,3;62,2
17/08/2022;05:30:00;23,2;62,1
17/08/2022;05:45:00;23,3;62,1
17/08/2022;06:00:00;23,3;62,2
17/08/2022;06:15:00;23,3;62,2
17/08/2022;06:30:00;23,3;62,3
17/08/2022;06:45:00;23,3;62,3
17/08/2022;07:00:00;23,3;62,3
17/08/2022;07:15:00;23,3;62,3
17/08/2022;07:30:00;23,3;62,4
17/08/2022;07:45:00;23,3;62,5
17/08/2022;08:00:00;23,3;62,5
17/08/2022;08:15:00;23,3;62,5
17/08/2022;08:30:00;23,3;62,7
17/08/2022;08:45:00;23,3;62,6
17/08/2022;09:00:00;23,0;58,5
17/08/2022;09:15:00;22,7;57,5
17/08/2022;09:30:00;22,6;56,5
17/08/2022;09:45:00;22,5;55,9
17/08/2022;10:00:00;22,5;54,1
17/08/2022;10:15:00;22,4;54,2
17/08/2022;10:30:00;22,5;54,4
17/08/2022;10:45:00;22,4;53,8
17/08/2022;11:00:00;22,4;53,1
17/08/2022;11:15:00;22,3;54,9
17/08/2022;11:30:00;22,3;55,1
17/08/2022;11:45:00;22,3;55,0
17/08/2022;12:00:00;22,3;54,5
17/08/2022;12:15:00;22,2;54,0
17/08/2022;12:30:00;22,1;53,7
17/08/2022;12:45:00;22,2;52,6
17/08/2022;13:00:00;22,1;51,8
17/08/2022;13:15:00;22,1;52,2
17/08/2022;13:30:00;22,1;53,3
17/08/2022;13:45:00;22,0;52,7
17/08/2022;14:00:00;22,0;53,6
17/08/2022;14:15:00;22,0;52,8
17/08/2022;14:30:00;22,0;52,4
17/08/2022;14:45:00;22,0;52,9
17/08/2022;15:00:00;22,1;53,5
17/08/2022;15:15:00;22,3;54,9
17/08/2022;15:30:00;22,3;55,1
17/08/2022;15:45:00;22,4;55,7
17/08/2022;16:00:00;22,4;55,7
17/08/2022;16:15:00;22,3;54,6
17/08/2022;16:30:00;22,3;55,7
17/08/2022;16:45:00;22,3;55,0
17/08/2022;17:00:00;22,3;55,8
17/08/2022;17:15:00;22,3;56,4
17/08/2022;17:30:00;22,4;56,2
17/08/2022;17:45:00;22,6;57,1
17/08/2022;18:00:00;22,8;57,4
17/08/2022;18:15:00;22,8;57,2
17/08/2022;18:30:00;22,8;57,2
17/08/2022;18:45:00;22,9;57,5
17/08/2022;19:00:00;22,9;57,8
17/08/2022;19:15:00;22,9;58,0
17/08/2022;19:30:00;23,0;58,1
17/08/2022;19:45:00;23,0;58,4
17/08/2022;20:00:00;23,0;58,4
17/08/2022;20:15:00;23,0;58,6
17/08/2022;20:30:00;23,0;58,7
17/08/2022;20:45:00;23,0;58,9
17/08/2022;21:00:00;23,0;59,0
17/08/2022;21:15:00;23,1;59,1
17/08/2022;21:30:00;23,1;59,3
17/08/2022;21:45:00;23,1;59,5
17/08/2022;22:00:00;23,1;59,6
17/08/2022;22:15:00;23,1;59,7
17/08/2022;22:30:00;23,1;59,7
17/08/2022;22:45:00;23,1;60,0
17/08/2022;23:00:00;23,1;60,0
17/08/2022;23:15:00;23,1;60,1
17/08/2022;23:30:00;23,1;60,4
17/08/2022;23:45:00;23,2;60,5
18/08/2022;00:00:00;23,2;60,5
18/08/2022;00:15:00;23,2;60,6
18/08/2022;00:30:00;23,2;60,7
18/08/2022;00:45:00;23,2;60,7
18/08/2022;01:00:00;23,2;60,8
18/08/2022;01:15:00;23,2;61,0
18/08/2022;01:30:00;23,2;61,0
18/08/2022;01:45:00;23,3;61,1
18/08/2022;02:00:00;23,3;61,1
18/08/2022;02:15:00;23,3;61,2
18/08/2022;02:30:00;23,3;61,3
18/08/2022;02:45:00;23,3;61,3
18/08/2022;03:00:00;23,3;61,5
18/08/2022;03:15:00;23,3;61,6
18/08/2022;03:30:00;23,4;61,8
18/08/2022;03:45:00;23,4;61,9
18/08/2022;04:00:00;23,4;62,0
18/08/2022;04:15:00;23,4;62,1
18/08/2022;04:30:00;23,4;62,2
18/08/2022;04:45:00;23,4;62,3
18/08/2022;05:00:00;23,4;62,4
18/08/2022;05:15:00;23,4;62,2
18/08/2022;05:30:00;23,4;62,3
18/08/2022;05:45:00;23,4;62,3
18/08/2022;06:00:00;23,4;62,4
18/08/2022;06:15:00;23,5;62,4
18/08/2022;06:30:00;23,5;62,4
18/08/2022;06:45:00;23,5;62,3
18/08/2022;07:00:00;23,5;62,2
18/08/2022;07:15:00;23,5;62,2
18/08/2022;07:30:00;23,5;62,3
18/08/2022;07:45:00;23,5;62,4
18/08/2022;08:00:00;23,5;62,8
18/08/2022;08:15:00;23,5;62,6
18/08/2022;08:30:00;23,5;62,5
18/08/2022;08:45:00;23,2;60,0
18/08/2022;09:00:00;22,8;57,0
18/08/2022;09:15:00;22,7;56,0
18/08/2022;09:30:00;22,6;58,0
18/08/2022;09:45:00;22,6;57,6
18/08/2022;10:00:00;22,5;55,1
18/08/2022;10:15:00;22,5;55,5
18/08/2022;10:30:00;22,4;55,0
18/08/2022;10:45:00;22,4;54,9
18/08/2022;11:00:00;22,3;55,3
18/08/2022;11:15:00;22,3;55,0
18/08/2022;11:30:00;22,3;54,8
18/08/2022;11:45:00;22,3;54,3
18/08/2022;12:00:00;22,2;52,9
18/08/2022;12:15:00;22,2;52,4
18/08/2022;12:30:00;22,2;51,6
18/08/2022;12:45:00;22,2;51,8
18/08/2022;13:00:00;22,2;52,8
18/08/2022;13:15:00;22,2;51,2
18/08/2022;13:30:00;22,1;51,9
18/08/2022;13:45:00;22,1;51,1
18/08/2022;14:00:00;22,1;51,7
18/08/2022;14:15:00;22,1;51,7
18/08/2022;14:30:00;22,1;51,7
18/08/2022;14:45:00;22,1;50,9
18/08/2022;15:00:00;22,1;50,4
18/08/2022;15:15:00;22,1;50,5
18/08/2022;15:30:00;22,0;49,6
18/08/2022;15:45:00;22,1;50,6
18/08/2022;16:00:00;22,2;51,6
18/08/2022;16:15:00;22,1;50,6
18/08/2022;16:30:00;22,1;50,6
18/08/2022;16:45:00;22,0;50,8
18/08/2022;17:00:00;22,0;50,0
18/08/2022;17:15:00;22,1;50,6
18/08/2022;17:30:00;22,2;49,7
18/08/2022;17:45:00;22,1;49,7
18/08/2022;18:00:00;22,0;50,4
18/08/2022;18:15:00;22,3;51,2
18/08/2022;18:30:00;22,5;52,2
18/08/2022;18:45:00;22,7;52,8
18/08/2022;19:00:00;22,7;53,2
18/08/2022;19:15:00;22,8;53,7
18/08/2022;19:30:00;22,8;54,1
18/08/2022;19:45:00;22,9;54,6
18/08/2022;20:00:00;22,9;54,9
18/08/2022;20:15:00;22,9;55,2
18/08/2022;20:30:00;22,9;55,7
18/08/2022;20:45:00;23,0;56,1
18/08/2022;21:00:00;23,0;56,3
18/08/2022;21:15:00;23,0;56,7
18/08/2022;21:30:00;23,0;57,0
18/08/2022;21:45:00;23,0;57,0
18/08/2022;22:00:00;23,1;57,5
18/08/2022;22:15:00;23,1;57,7
18/08/2022;22:30:00;23,1;58,0
18/08/2022;22:45:00;23,1;57,8
18/08/2022;23:00:00;23,1;57,9
18/08/2022;23:15:00;23,1;58,2
18/08/2022;23:30:00;23,2;58,2
18/08/2022;23:45:00;23,2;58,4
19/08/2022;00:00:00;23,2;58,5
19/08/2022;00:15:00;23,2;58,5
19/08/2022;00:30:00;23,2;58,6
19/08/2022;00:45:00;23,2;58,8
19/08/2022;01:00:00;23,2;58,8
19/08/2022;01:15:00;23,2;58,9
19/08/2022;01:30:00;23,3;58,8
19/08/2022;01:45:00;23,3;58,8
19/08/2022;02:00:00;23,3;58,9
19/08/2022;02:15:00;23,3;59,1
19/08/2022;02:30:00;23,3;59,1
19/08/2022;02:45:00;23,3;59,3
19/08/2022;03:00:00;23,3;59,3
19/08/2022;03:15:00;23,3;59,5
19/08/2022;03:30:00;23,3;59,4
19/08/2022;03:45:00;23,4;59,5
19/08/2022;04:00:00;23,4;59,5
19/08/2022;04:15:00;23,4;59,7
19/08/2022;04:30:00;23,4;59,8
19/08/2022;04:45:00;23,4;59,9
19/08/2022;05:00:00;23,4;60,1
19/08/2022;05:15:00;23,4;60,1
19/08/2022;05:30:00;23,4;60,0
19/08/2022;05:45:00;23,4;60,3
19/08/2022;06:00:00;23,4;60,4
19/08/2022;06:15:00;23,4;60,5
19/08/2022;06:30:00;23,4;60,4
19/08/2022;06:45:00;23,4;60,6
19/08/2022;07:00:00;23,4;60,3
19/08/2022;07:15:00;23,4;60,2
19/08/2022;07:30:00;23,4;60,2
19/08/2022;07:45:00;23,4;60,2
19/08/2022;08:00:00;23,4;60,3
19/08/2022;08:15:00;23,5;60,2
19/08/2022;08:30:00;23,5;61,3
19/08/2022;08:45:00;23,0;56,5
19/08/2022;09:00:00;22,9;56,4
19/08/2022;09:15:00;22,8;54,9
19/08/2022;09:30:00;22,8;54,3
19/08/2022;09:45:00;22,7;58,3
19/08/2022;10:00:00;22,7;58,7
19/08/2022;10:15:00;22,7;57,5
19/08/2022;10:30:00;22,6;57,2
19/08/2022;10:45:00;22,6;57,3
19/08/2022;11:00:00;22,5;56,1
19/08/2022;11:15:00;22,5;55,6
19/08/2022;11:30:00;22,5;55,8
19/08/2022;11:45:00;22,5;55,1
19/08/2022;12:00:00;22,5;55,8
19/08/2022;12:15:00;22,5;55,7
19/08/2022;12:30:00;22,8;57,3
19/08/2022;12:45:00;23,1;58,8
19/08/2022;13:00:00;23,2;59,0
19/08/2022;13:15:00;22,9;58,0
19/08/2022;13:30:00;22,9;58,5
19/08/2022;13:45:00;22,8;58,6
19/08/2022;14:00:00;22,7;57,8
19/08/2022;14:15:00;22,8;58,2
19/08/2022;14:30:00;22,7;58,0
19/08/2022;14:45:00;22,7;58,4
19/08/2022;15:00:00;22,6;57,2
19/08/2022;15:15:00;22,8;58,0
19/08/2022;15:30:00;23,1;58,9
19/08/2022;15:45:00;23,0;58,7
19/08/2022;16:00:00;22,9;58,3
19/08/2022;16:15:00;22,8;57,1
19/08/2022;16:30:00;22,7;56,9
19/08/2022;16:45:00;22,8;56,6
19/08/2022;17:00:00;22,8;56,7
19/08/2022;17:15:00;22,8;56,4
19/08/2022;17:30:00;22,9;57,5
19/08/2022;17:45:00;23,3;59,6
19/08/2022;18:00:00;23,4;58,8
19/08/2022;18:15:00;23,3;58,9
19/08/2022;18:30:00;23,3;59,0
19/08/2022;18:45:00;23,3;59,2
19/08/2022;19:00:00;23,3;59,3
19/08/2022;19:15:00;23,4;59,5
19/08/2022;19:30:00;23,4;59,7
19/08/2022;19:45:00;23,4;59,9
19/08/2022;20:00:00;23,4;60,1
19/08/2022;20:15:00;23,4;60,2
19/08/2022;20:30:00;23,4;60,4
19/08/2022;20:45:00;23,4;60,5
19/08/2022;21:00:00;23,4;60,6
19/08/2022;21:15:00;23,5;60,7
19/08/2022;21:30:00;23,5;60,8
19/08/2022;21:45:00;23,5;60,9
19/08/2022;22:00:00;23,5;61,0
19/08/2022;22:15:00;23,5;61,1
19/08/2022;22:30:00;23,5;61,1
19/08/2022;22:45:00;23,5;61,2
19/08/2022;23:00:00;23,5;61,1
19/08/2022;23:15:00;23,5;61,1
19/08/2022;23:30:00;23,5;61,1
19/08/2022;23:45:00;23,5;61,1
20/08/2022;00:00:00;23,6;61,2
20/08/2022;00:15:00;23,6;61,2
20/08/2022;00:30:00;23,6;61,2
20/08/2022;00:45:00;23,6;61,3
20/08/2022;01:00:00;23,6;61,2
20/08/2022;01:15:00;23,6;61,3
20/08/2022;01:30:00;23,6;61,3
20/08/2022;01:45:00;23,6;61,3
20/08/2022;02:00:00;23,6;61,3
20/08/2022;02:15:00;23,6;61,3
20/08/2022;02:30:00;23,6;61,3
20/08/2022;02:45:00;23,6;61,5
20/08/2022;03:00:00;23,6;61,3
20/08/2022;03:15:00;23,6;61,3
20/08/2022;03:30:00;23,6;61,3
20/08/2022;03:45:00;23,6;61,5
20/08/2022;04:00:00;23,7;61,6
20/08/2022;04:15:00;23,6;61,6
20/08/2022;04:30:00;23,6;61,7
20/08/2022;04:45:00;23,6;61,8
20/08/2022;05:00:00;23,6;61,9
20/08/2022;05:15:00;23,6;62,0
20/08/2022;05:30:00;23,7;62,1
20/08/2022;05:45:00;23,7;62,1
20/08/2022;06:00:00;23,7;62,1
20/08/2022;06:15:00;23,7;62,2
20/08/2022;06:30:00;23,7;62,2
20/08/2022;06:45:00;23,7;62,3
20/08/2022;07:00:00;23,7;62,2
20/08/2022;07:15:00;23,7;62,3
20/08/2022;07:30:00;23,7;62,3
20/08/2022;07:45:00;23,7;62,3
20/08/2022;08:00:00;23,7;62,4
20/08/2022;08:15:00;23,7;62,2
20/08/2022;08:30:00;23,7;62,3
20/08/2022;08:45:00;23,7;62,4
20/08/2022;09:00:00;23,7;62,4
20/08/2022;09:15:00;23,7;62,4
20/08/2022;09:30:00;23,6;62,0
20/08/2022;09:45:00;23,1;55,7
20/08/2022;10:00:00;22,9;54,5
20/08/2022;10:15:00;22,8;54,4
20/08/2022;10:30:00;23,2;54,6
20/08/2022;10:45:00;23,1;54,2
20/08/2022;11:00:00;22,8;51,6
20/08/2022;11:15:00;22,8;53,2
20/08/2022;11:30:00;23,1;53,0
20/08/2022;11:45:00;23,3;53,7
20/08/2022;12:00:00;23,4;54,4
20/08/2022;12:15:00;23,2;54,3
20/08/2022;12:30:00;23,0;54,4
20/08/2022;12:45:00;22,9;53,3
20/08/2022;13:00:00;23,1;54,8
20/08/2022;13:15:00;23,1;56,0
20/08/2022;13:30:00;22,8;52,3
20/08/2022;13:45:00;22,7;51,0
20/08/2022;14:00:00;22,6;50,0
20/08/2022;14:15:00;22,5;50,2
20/08/2022;14:30:00;22,4;49,9
20/08/2022;14:45:00;22,4;49,1
20/08/2022;15:00:00;22,7;50,1
20/08/2022;15:15:00;23,0;50,1
20/08/2022;15:30:00;23,2;51,1
20/08/2022;15:45:00;23,2;52,2
20/08/2022;16:00:00;23,3;53,0
20/08/2022;16:15:00;23,3;53,9
20/08/2022;16:30:00;23,4;54,7
20/08/2022;16:45:00;23,4;55,1
20/08/2022;17:00:00;23,4;55,1
20/08/2022;17:15:00;23,4;55,6
20/08/2022;17:30:00;23,5;55,8
20/08/2022;17:45:00;23,5;56,1
20/08/2022;18:00:00;23,5;56,2
20/08/2022;18:15:00;23,5;56,3
20/08/2022;18:30:00;23,5;56,3
20/08/2022;18:45:00;23,5;56,7
20/08/2022;19:00:00;23,5;56,7
20/08/2022;19:15:00;23,5;56,9
20/08/2022;19:30:00;23,5;57,1
20/08/2022;19:45:00;23,6;57,1
20/08/2022;20:00:00;23,6;57,2
20/08/2022;20:15:00;23,6;57,2
20/08/2022;20:30:00;23,6;57,4
