Localité;;"T18M3PR [°C]";"T18M3PR [%HR]"
"Groupe de points de mesure";;;
Zone;;;
"Limite inférieure";;15,0;15,0
03/08/2022;03:30:00;23,3;63,4
03/08/2022;03:45:00;23,3;63,4
03/08/2022;04:00:00;23,3;63,4
03/08/2022;04:15:00;23,3;63,4
03/08/2022;04:30:00;23,3;63,5
03/08/2022;04:45:00;23,3;63,5
03/08/2022;05:00:00;23,3;63,5
03/08/2022;05:15:00;23,3;63,6
03/08/2022;05:30:00;23,3;63,7
03/08/2022;05:45:00;23,3;63,5
03/08/2022;06:00:00;23,4;63,5
03/08/2022;06:15:00;23,4;63,5
03/08/2022;06:30:00;23,4;63,4
03/08/2022;06:45:00;23,4;63,4
03/08/2022;07:00:00;23,4;63,4
03/08/2022;07:15:00;23,4;63,3
03/08/2022;07:30:00;23,4;63,3
03/08/2022;07:45:00;23,4;63,2
03/08/2022;08:00:00;23,4;63,1
03/08/2022;08:15:00;23,4;63,1
03/08/2022;08:30:00;23,4;63,1
03/08/2022;08:45:00;23,4;63,3
03/08/2022;09:00:00;23,4;63,2
03/08/2022;09:15:00;23,4;63,8
03/08/2022;09:30:00;23,0;59,5
03/08/2022;09:45:00;22,7;57,3
03/08/2022;10:00:00;22,6;56,2
03/08/2022;10:15:00;22,5;54,9
03/08/2022;10:30:00;22,5;55,3
03/08/2022;10:45:00;22,4;54,0
03/08/2022;11:00:00;22,4;54,5
03/08/2022;11:15:00;22,3;54,5
03/08/2022;11:30:00;22,3;58,0
03/08/2022;11:45:00;22,3;58,2
03/08/2022;12:00:00;22,6;60,7
03/08/2022;12:15:00;22,8;61,5
03/08/2022;12:30:00;22,7;61,5
03/08/2022;12:45:00;22,6;61,1
03/08/2022;13:00:00;22,6;61,9
03/08/2022;13:15:00;22,6;62,1
03/08/2022;13:30:00;22,6;62,6
03/08/2022;13:45:00;22,7;63,2
03/08/2022;14:00:00;22,7;62,1
03/08/2022;14:15:00;22,7;62,1
03/08/2022;14:30:00;22,9;63,4
03/08/2022;14:45:00;22,7;60,2
03/08/2022;15:00:00;22,6;60,1
03/08/2022;15:15:00;22,4;56,0
03/08/2022;15:30:00;22,6;57,9
03/08/2022;15:45:00;22,7;59,1
03/08/2022;16:00:00;22,8;61,4
03/08/2022;16:15:00;22,8;60,9
03/08/2022;16:30:00;22,5;55,8
03/08/2022;16:45:00;22,4;54,7
03/08/2022;17:00:00;22,3;54,1
03/08/2022;17:15:00;22,5;58,8
03/08/2022;17:30:00;22,8;60,1
03/08/2022;17:45:00;22,9;61,0
03/08/2022;18:00:00;23,0;61,6
03/08/2022;18:15:00;23,0;62,1
03/08/2022;18:30:00;23,0;63,0
03/08/2022;18:45:00;23,1;62,9
03/08/2022;19:00:00;23,1;63,4
03/08/2022;19:15:00;23,1;63,6
03/08/2022;19:30:00;23,1;63,7
03/08/2022;19:45:00;23,1;64,0
03/08/2022;20:00:00;23,2;63,9
03/08/2022;20:15:00;23,2;64,2
03/08/2022;20:30:00;23,2;63,9
03/08/2022;20:45:00;23,2;63,6
03/08/2022;21:00:00;23,2;63,6
03/08/2022;21:15:00;23,2;63,5
03/08/2022;21:30:00;23,2;63,6
03/08/2022;21:45:00;23,2;63,7
03/08/2022;22:00:00;23,2;63,7
03/08/2022;22:15:00;23,3;63,8
03/08/2022;22:30:00;23,3;63,9
03/08/2022;22:45:00;23,3;63,8
03/08/2022;23:00:00;23,3;63,6
03/08/2022;23:15:00;23,3;63,6
03/08/2022;23:30:00;23,3;63,4
03/08/2022;23:45:00;23,3;63,4
04/08/2022;00:00:00;23,3;63,3
04/08/2022;00:15:00;23,3;63,4
04/08/2022;00:30:00;23,3;63,3
04/08/2022;00:45:00;23,3;63,4
04/08/2022;01:00:00;23,3;63,3
04/08/2022;01:15:00;23,3;63,2
04/08/2022;01:30:00;23,3;63,2
04/08/2022;01:45:00;23,4;63,3
04/08/2022;02:00:00;23,3;63,2
04/08/2022;02:15:00;23,4;63,2
04/08/2022;02:30:00;23,4;63,2
04/08/2022;02:45:00;23,4;63,2
04/08/2022;03:00:00;23,4;63,2
04/08/2022;03:15:00;23,4;63,3
04/08/2022;03:30:00;23,4;63,2
04/08/2022;03:45:00;23,4;63,1
04/08/2022;04:00:00;23,4;63,1
04/08/2022;04:15:00;23,4;63,2
04/08/2022;04:30:00;23,4;63,2
04/08/2022;04:45:00;23,4;63,2
04/08/2022;05:00:00;23,4;63,1
04/08/2022;05:15:00;23,4;63,1
04/08/2022;05:30:00;23,4;63,2
04/08/2022;05:45:00;23,4;63,1
04/08/2022;06:00:00;23,4;63,1
04/08/2022;06:15:00;23,5;63,2
04/08/2022;06:30:00;23,5;63,3
04/08/2022;06:45:00;23,5;63,3
04/08/2022;07:00:00;23,5;63,4
04/08/2022;07:15:00;23,5;63,4
04/08/2022;07:30:00;23,5;63,4
04/08/2022;07:45:00;23,1;60,2
04/08/2022;08:00:00;22,7;57,2
04/08/2022;08:15:00;22,6;55,8
04/08/2022;08:30:00;22,6;55,8
04/08/2022;08:45:00;22,5;55,0
04/08/2022;09:00:00;22,5;54,1
04/08/2022;09:15:00;22,8;56,3
04/08/2022;09:30:00;23,0;56,7
04/08/2022;09:45:00;23,1;57,9
04/08/2022;10:00:00;23,2;58,8
04/08/2022;10:15:00;23,3;60,0
04/08/2022;10:30:00;23,4;61,2
04/08/2022;10:45:00;23,4;61,3
04/08/2022;11:00:00;23,4;61,6
04/08/2022;11:15:00;23,3;61,8
04/08/2022;11:30:00;23,1;62,0
04/08/2022;11:45:00;23,0;61,8
04/08/2022;12:00:00;23,0;61,8
04/08/2022;12:15:00;23,0;62,2
04/08/2022;12:30:00;23,1;62,3
04/08/2022;12:45:00;23,3;62,3
04/08/2022;13:00:00;23,4;62,0
04/08/2022;13:15:00;23,4;62,1
04/08/2022;13:30:00;23,4;62,2
04/08/2022;13:45:00;23,4;62,5
04/08/2022;14:00:00;23,4;62,7
04/08/2022;14:15:00;23,4;63,2
04/08/2022;14:30:00;23,5;63,1
04/08/2022;14:45:00;23,5;62,9
04/08/2022;15:00:00;23,4;62,8
04/08/2022;15:15:00;23,4;62,8
04/08/2022;15:30:00;23,5;62,9
04/08/2022;15:45:00;23,6;63,2
04/08/2022;16:00:00;23,7;63,6
04/08/2022;16:15:00;23,8;63,8
04/08/2022;16:30:00;23,8;64,2
04/08/2022;16:45:00;23,9;64,7
04/08/2022;17:00:00;23,8;64,1
04/08/2022;17:15:00;23,4;59,5
04/08/2022;17:30:00;23,5;61,2
04/08/2022;17:45:00;23,6;61,2
04/08/2022;18:00:00;23,6;61,5
04/08/2022;18:15:00;23,6;62,0
04/08/2022;18:30:00;23,6;62,2
04/08/2022;18:45:00;23,6;62,2
04/08/2022;19:00:00;23,6;62,3
04/08/2022;19:15:00;23,6;62,4
04/08/2022;19:30:00;23,6;62,4
04/08/2022;19:45:00;23,6;62,5
04/08/2022;20:00:00;23,6;62,6
04/08/2022;20:15:00;23,6;62,6
04/08/2022;20:30:00;23,6;62,7
04/08/2022;20:45:00;23,6;62,8
04/08/2022;21:00:00;23,6;62,8
04/08/2022;21:15:00;23,6;62,9
04/08/2022;21:30:00;23,6;62,9
04/08/2022;21:45:00;23,6;63,0
04/08/2022;22:00:00;23,6;63,0
04/08/2022;22:15:00;23,6;63,1
04/08/2022;22:30:00;23,7;63,1
04/08/2022;22:45:00;23,7;63,1
04/08/2022;23:00:00;23,7;63,0
04/08/2022;23:15:00;23,7;63,1
04/08/2022;23:30:00;23,7;63,1
04/08/2022;23:45:00;23,7;63,1
05/08/2022;00:00:00;23,7;63,2
05/08/2022;00:15:00;23,7;63,1
05/08/2022;00:30:00;23,7;63,1
05/08/2022;00:45:00;23,7;63,2
05/08/2022;01:00:00;23,7;63,3
05/08/2022;01:15:00;23,7;63,3
05/08/2022;01:30:00;23,7;63,2
05/08/2022;01:45:00;23,7;63,3
05/08/2022;02:00:00;23,8;63,3
05/08/2022;02:15:00;23,7;63,4
05/08/2022;02:30:00;23,8;63,4
05/08/2022;02:45:00;23,8;63,4
05/08/2022;03:00:00;23,8;63,4
05/08/2022;03:15:00;23,8;63,5
05/08/2022;03:30:00;23,8;63,5
05/08/2022;03:45:00;23,8;63,5
05/08/2022;04:00:00;23,8;63,5
05/08/2022;04:15:00;23,8;63,5
05/08/2022;04:30:00;23,8;63,5
05/08/2022;04:45:00;23,8;63,5
05/08/2022;05:00:00;23,8;63,4
05/08/2022;05:15:00;23,8;63,4
05/08/2022;05:30:00;23,8;63,5
05/08/2022;05:45:00;23,8;63,5
05/08/2022;06:00:00;23,8;63,5
05/08/2022;06:15:00;23,8;63,5
05/08/2022;06:30:00;23,8;63,6
05/08/2022;06:45:00;23,8;63,5
05/08/2022;07:00:00;23,8;63,5
05/08/2022;07:15:00;23,8;63,5
05/08/2022;07:30:00;23,8;63,6
05/08/2022;07:45:00;23,8;63,5
05/08/2022;08:00:00;23,8;63,6
05/08/2022;08:15:00;23,8;63,6
05/08/2022;08:30:00;23,8;63,5
05/08/2022;08:45:00;23,8;63,6
05/08/2022;09:00:00;23,8;63,6
05/08/2022;09:15:00;23,7;62,1
05/08/2022;09:30:00;23,3;56,8
05/08/2022;09:45:00;23,1;53,3
05/08/2022;10:00:00;23,0;53,7
05/08/2022;10:15:00;22,9;53,0
05/08/2022;10:30:00;22,9;52,6
05/08/2022;10:45:00;22,9;52,3
05/08/2022;11:00:00;22,8;51,8
05/08/2022;11:15:00;22,8;51,1
05/08/2022;11:30:00;22,7;50,5
05/08/2022;11:45:00;22,6;51,3
05/08/2022;12:00:00;22,5;51,2
05/08/2022;12:15:00;22,5;50,6
05/08/2022;12:30:00;22,5;50,0
05/08/2022;12:45:00;22,5;50,3
05/08/2022;13:00:00;22,4;50,3
05/08/2022;13:15:00;22,4;49,4
05/08/2022;13:30:00;22,4;49,1
05/08/2022;13:45:00;22,4;50,4
05/08/2022;14:00:00;22,4;50,3
05/08/2022;14:15:00;22,4;49,6
05/08/2022;14:30:00;22,4;50,4
05/08/2022;14:45:00;22,4;50,1
05/08/2022;15:00:00;22,4;49,8
05/08/2022;15:15:00;22,4;50,2
05/08/2022;15:30:00;22,4;50,4
05/08/2022;15:45:00;22,3;50,5
05/08/2022;16:00:00;22,3;50,0
05/08/2022;16:15:00;22,3;50,0
05/08/2022;16:30:00;22,4;54,7
05/08/2022;16:45:00;22,3;50,7
05/08/2022;17:00:00;22,3;50,2
05/08/2022;17:15:00;22,3;49,0
05/08/2022;17:30:00;22,3;50,6
05/08/2022;17:45:00;22,3;51,2
05/08/2022;18:00:00;22,3;50,9
05/08/2022;18:15:00;22,3;50,4
05/08/2022;18:30:00;22,3;49,5
05/08/2022;18:45:00;22,2;50,0
05/08/2022;19:00:00;22,4;51,0
05/08/2022;19:15:00;22,6;51,3
05/08/2022;19:30:00;22,7;51,5
05/08/2022;19:45:00;22,8;51,9
05/08/2022;20:00:00;22,8;52,3
05/08/2022;20:15:00;22,9;52,5
05/08/2022;20:30:00;22,9;52,7
05/08/2022;20:45:00;22,9;52,9
05/08/2022;21:00:00;22,9;53,1
05/08/2022;21:15:00;22,9;53,2
05/08/2022;21:30:00;23,0;53,4
05/08/2022;21:45:00;23,0;53,6
05/08/2022;22:00:00;23,0;53,7
05/08/2022;22:15:00;23,0;54,2
05/08/2022;22:30:00;23,0;54,4
05/08/2022;22:45:00;23,0;54,4
05/08/2022;23:00:00;23,0;54,4
05/08/2022;23:15:00;23,0;55,1
05/08/2022;23:30:00;23,0;55,2
05/08/2022;23:45:00;23,0;54,9
06/08/2022;00:00:00;23,1;55,1
06/08/2022;00:15:00;23,1;55,4
06/08/2022;00:30:00;23,1;55,4
06/08/2022;00:45:00;23,1;55,4
06/08/2022;01:00:00;23,1;55,5
06/08/2022;01:15:00;23,1;55,6
06/08/2022;01:30:00;23,1;55,7
06/08/2022;01:45:00;23,1;55,8
06/08/2022;02:00:00;23,1;55,8
06/08/2022;02:15:00;23,1;56,1
06/08/2022;02:30:00;23,1;56,2
06/08/2022;02:45:00;23,1;56,2
06/08/2022;03:00:00;23,1;56,3
06/08/2022;03:15:00;23,1;56,4
06/08/2022;03:30:00;23,1;56,5
06/08/2022;03:45:00;23,1;56,6
06/08/2022;04:00:00;23,1;56,7
06/08/2022;04:15:00;23,1;56,6
06/08/2022;04:30:00;23,1;56,7
06/08/2022;04:45:00;23,1;56,8
06/08/2022;05:00:00;23,1;56,9
06/08/2022;05:15:00;23,1;57,0
06/08/2022;05:30:00;23,1;57,1
06/08/2022;05:45:00;23,1;57,3
06/08/2022;06:00:00;23,1;58,0
06/08/2022;06:15:00;23,1;58,0
06/08/2022;06:30:00;23,1;57,9
06/08/2022;06:45:00;23,1;58,0
06/08/2022;07:00:00;23,1;58,1
06/08/2022;07:15:00;23,1;58,1
06/08/2022;07:30:00;23,1;58,0
06/08/2022;07:45:00;23,1;57,9
06/08/2022;08:00:00;23,2;57,9
06/08/2022;08:15:00;23,1;57,9
06/08/2022;08:30:00;23,1;58,0
06/08/2022;08:45:00;23,1;58,2
06/08/2022;09:00:00;23,1;58,2
06/08/2022;09:15:00;23,1;58,2
06/08/2022;09:30:00;23,2;58,5
06/08/2022;09:45:00;22,7;53,8
06/08/2022;10:00:00;22,5;52,8
06/08/2022;10:15:00;22,3;52,2
06/08/2022;10:30:00;22,3;51,8
06/08/2022;10:45:00;22,2;51,7
06/08/2022;11:00:00;22,2;51,2
06/08/2022;11:15:00;22,2;50,9
06/08/2022;11:30:00;22,1;50,7
06/08/2022;11:45:00;22,1;50,5
06/08/2022;12:00:00;22,1;50,8
06/08/2022;12:15:00;22,1;51,2
06/08/2022;12:30:00;22,1;51,0
06/08/2022;12:45:00;22,0;51,6
06/08/2022;13:00:00;21,9;51,2
06/08/2022;13:15:00;21,9;50,1
06/08/2022;13:30:00;21,9;50,2
06/08/2022;13:45:00;21,9;50,2
06/08/2022;14:00:00;21,9;50,4
06/08/2022;14:15:00;21,9;51,5
06/08/2022;14:30:00;21,9;51,1
06/08/2022;14:45:00;21,8;50,6
06/08/2022;15:00:00;21,9;50,2
06/08/2022;15:15:00;21,8;50,2
06/08/2022;15:30:00;21,8;50,5
06/08/2022;15:45:00;21,7;49,6
06/08/2022;16:00:00;21,7;49,2
06/08/2022;16:15:00;21,7;50,1
06/08/2022;16:30:00;21,8;50,1
06/08/2022;16:45:00;22,1;51,0
06/08/2022;17:00:00;22,3;51,4
06/08/2022;17:15:00;22,4;52,2
06/08/2022;17:30:00;22,4;52,8
06/08/2022;17:45:00;22,5;53,3
06/08/2022;18:00:00;22,6;53,8
06/08/2022;18:15:00;22,6;54,1
06/08/2022;18:30:00;22,6;54,5
06/08/2022;18:45:00;22,6;54,8
06/08/2022;19:00:00;22,6;55,3
06/08/2022;19:15:00;22,7;55,6
06/08/2022;19:30:00;22,7;55,8
06/08/2022;19:45:00;22,7;56,0
06/08/2022;20:00:00;22,7;56,2
06/08/2022;20:15:00;22,7;56,3
06/08/2022;20:30:00;22,7;56,6
06/08/2022;20:45:00;22,7;56,6
06/08/2022;21:00:00;22,7;56,8
06/08/2022;21:15:00;22,8;56,7
06/08/2022;21:30:00;22,8;57,0
06/08/2022;21:45:00;22,8;57,0
06/08/2022;22:00:00;22,8;57,2
06/08/2022;22:15:00;22,8;57,2
06/08/2022;22:30:00;22,8;57,1
06/08/2022;22:45:00;22,8;57,2
06/08/2022;23:00:00;22,8;57,3
06/08/2022;23:15:00;22,8;57,5
06/08/2022;23:30:00;22,8;57,5
06/08/2022;23:45:00;22,8;57,9
07/08/2022;00:00:00;22,8;57,9
07/08/2022;00:15:00;22,8;58,0
07/08/2022;00:30:00;22,8;58,2
07/08/2022;00:45:00;22,8;58,4
07/08/2022;01:00:00;22,9;58,4
07/08/2022;01:15:00;22,9;58,4
07/08/2022;01:30:00;22,9;58,5
07/08/2022;01:45:00;22,9;58,5
07/08/2022;02:00:00;22,9;58,5
07/08/2022;02:15:00;22,9;58,4
07/08/2022;02:30:00;22,9;58,6
07/08/2022;02:45:00;22,9;58,7
07/08/2022;03:00:00;22,9;58,7
07/08/2022;03:15:00;22,9;58,8
07/08/2022;03:30:00;22,9;59,1
07/08/2022;03:45:00;22,9;59,0
07/08/2022;04:00:00;22,9;59,0
07/08/2022;04:15:00;22,9;59,0
07/08/2022;04:30:00;22,9;58,9
07/08/2022;04:45:00;22,9;59,0
07/08/2022;05:00:00;22,9;59,0
07/08/2022;05:15:00;22,9;59,2
07/08/2022;05:30:00;22,9;59,1
07/08/2022;05:45:00;22,9;59,1
07/08/2022;06:00:00;22,9;59,2
07/08/2022;06:15:00;22,9;59,2
07/08/2022;06:30:00;22,9;59,2
07/08/2022;06:45:00;22,9;59,2
07/08/2022;07:00:00;22,9;59,4
07/08/2022;07:15:00;22,9;59,3
07/08/2022;07:30:00;22,9;59,5
07/08/2022;07:45:00;22,9;59,5
07/08/2022;08:00:00;23,0;59,6
07/08/2022;08:15:00;23,0;59,8
07/08/2022;08:30:00;23,0;59,8
07/08/2022;08:45:00;23,0;59,9
07/08/2022;09:00:00;23,0;59,8
07/08/2022;09:15:00;23,0;60,0
07/08/2022;09:30:00;23,0;60,2
07/08/2022;09:45:00;23,0;60,3
07/08/2022;10:00:00;23,0;60,4
07/08/2022;10:15:00;23,0;60,4
07/08/2022;10:30:00;23,0;60,5
07/08/2022;10:45:00;22,6;54,9
07/08/2022;11:00:00;22,3;53,9
07/08/2022;11:15:00;22,2;53,7
07/08/2022;11:30:00;22,1;52,9
07/08/2022;11:45:00;22,1;53,0
07/08/2022;12:00:00;22,0;52,3
07/08/2022;12:15:00;22,0;51,0
07/08/2022;12:30:00;21,9;51,1
07/08/2022;12:45:00;21,9;50,4
07/08/2022;13:00:00;21,9;50,1
07/08/2022;13:15:00;21,9;50,1
07/08/2022;13:30:00;21,9;50,6
07/08/2022;13:45:00;21,9;51,9
07/08/2022;14:00:00;21,9;50,4
07/08/2022;14:15:00;21,8;50,7
07/08/2022;14:30:00;21,8;51,3
07/08/2022;14:45:00;21,7;50,0
07/08/2022;15:00:00;21,8;50,3
07/08/2022;15:15:00;21,8;50,7
07/08/2022;15:30:00;21,7;50,4
07/08/2022;15:45:00;21,7;49,3
07/08/2022;16:00:00;21,7;48,9
07/08/2022;16:15:00;21,7;50,6
07/08/2022;16:30:00;21,7;50,9
07/08/2022;16:45:00;21,9;51,2
07/08/2022;17:00:00;22,1;51,5
07/08/2022;17:15:00;22,2;51,6
07/08/2022;17:30:00;22,3;51,7
07/08/2022;17:45:00;22,3;51,9
07/08/2022;18:00:00;22,4;52,2
07/08/2022;18:15:00;22,4;52,6
07/08/2022;18:30:00;22,4;52,9
07/08/2022;18:45:00;22,5;53,1
07/08/2022;19:00:00;22,5;53,4
07/08/2022;19:15:00;22,5;53,5
07/08/2022;19:30:00;22,5;53,7
07/08/2022;19:45:00;22,5;53,8
07/08/2022;20:00:00;22,6;54,0
07/08/2022;20:15:00;22,6;54,0
07/08/2022;20:30:00;22,6;54,2
07/08/2022;20:45:00;22,6;54,2
07/08/2022;21:00:00;22,6;54,4
07/08/2022;21:15:00;22,6;54,4
07/08/2022;21:30:00;22,6;54,5
07/08/2022;21:45:00;22,6;54,6
07/08/2022;22:00:00;22,6;54,7
07/08/2022;22:15:00;22,6;54,8
07/08/2022;22:30:00;22,7;54,9
07/08/2022;22:45:00;22,7;55,1
07/08/2022;23:00:00;22,6;55,1
07/08/2022;23:15:00;22,7;55,2
07/08/2022;23:30:00;22,7;55,3
07/08/2022;23:45:00;22,7;55,5
08/08/2022;00:00:00;22,7;55,5
08/08/2022;00:15:00;22,7;55,6
08/08/2022;00:30:00;22,7;55,7
08/08/2022;00:45:00;22,7;55,8
08/08/2022;01:00:00;22,7;56,0
08/08/2022;01:15:00;22,7;56,1
08/08/2022;01:30:00;22,7;56,1
08/08/2022;01:45:00;22,7;56,3
08/08/2022;02:00:00;22,7;56,3
08/08/2022;02:15:00;22,7;56,4
08/08/2022;02:30:00;22,8;56,5
08/08/2022;02:45:00;22,8;56,6
08/08/2022;03:00:00;22,8;56,7
08/08/2022;03:15:00;22,8;56,8
08/08/2022;03:30:00;22,8;56,8
08/08/2022;03:45:00;22,8;57,0
08/08/2022;04:00:00;22,8;57,0
08/08/2022;04:15:00;22,8;57,1
08/08/2022;04:30:00;22,8;57,1
08/08/2022;04:45:00;22,8;57,2
08/08/2022;05:00:00;22,8;57,3
08/08/2022;05:15:00;22,8;57,3
08/08/2022;05:30:00;22,8;57,5
08/08/2022;05:45:00;22,8;57,6
08/08/2022;06:00:00;22,8;57,5
08/08/2022;06:15:00;22,8;57,5
08/08/2022;06:30:00;22,8;57,6
08/08/2022;06:45:00;22,8;57,7
08/08/2022;07:00:00;22,8;57,7
08/08/2022;07:15:00;22,8;57,8
08/08/2022;07:30:00;22,9;57,8
08/08/2022;07:45:00;22,8;57,8
08/08/2022;08:00:00;22,4;54,0
08/08/2022;08:15:00;22,2;53,9
08/08/2022;08:30:00;22,1;52,7
08/08/2022;08:45:00;22,0;52,2
08/08/2022;09:00:00;22,0;51,9
08/08/2022;09:15:00;21,9;52,1
08/08/2022;09:30:00;21,9;52,3
08/08/2022;09:45:00;21,9;51,9
08/08/2022;10:00:00;21,9;50,2
08/08/2022;10:15:00;21,9;50,9
08/08/2022;10:30:00;21,9;51,9
08/08/2022;10:45:00;21,8;51,6
08/08/2022;11:00:00;21,9;52,7
08/08/2022;11:15:00;21,8;54,0
08/08/2022;11:30:00;21,8;55,5
08/08/2022;11:45:00;21,8;54,1
08/08/2022;12:00:00;21,7;54,6
08/08/2022;12:15:00;21,7;55,6
08/08/2022;12:30:00;21,8;55,8
08/08/2022;12:45:00;21,8;55,9
08/08/2022;13:00:00;21,8;55,6
08/08/2022;13:15:00;21,7;54,7
08/08/2022;13:30:00;21,7;54,7
08/08/2022;13:45:00;21,7;54,1
08/08/2022;14:00:00;21,7;53,0
08/08/2022;14:15:00;21,6;52,8
08/08/2022;14:30:00;21,6;52,4
08/08/2022;14:45:00;21,6;52,3
08/08/2022;15:00:00;21,6;53,5
08/08/2022;15:15:00;21,6;52,4
08/08/2022;15:30:00;21,5;52,0
08/08/2022;15:45:00;21,5;50,2
08/08/2022;16:00:00;21,5;51,3
08/08/2022;16:15:00;21,5;52,4
08/08/2022;16:30:00;21,6;52,5
08/08/2022;16:45:00;21,6;51,9
08/08/2022;17:00:00;21,6;50,7
08/08/2022;17:15:00;21,6;51,2
08/08/2022;17:30:00;21,7;52,6
08/08/2022;17:45:00;21,9;52,9
08/08/2022;18:00:00;22,0;53,1
08/08/2022;18:15:00;22,1;53,5
08/08/2022;18:30:00;22,1;54,6
08/08/2022;18:45:00;22,2;55,7
08/08/2022;19:00:00;22,2;55,8
08/08/2022;19:15:00;22,2;56,6
08/08/2022;19:30:00;22,3;57,0
08/08/2022;19:45:00;22,3;57,3
08/08/2022;20:00:00;22,3;57,8
08/08/2022;20:15:00;22,3;58,2
08/08/2022;20:30:00;22,3;58,3
08/08/2022;20:45:00;22,3;58,7
08/08/2022;21:00:00;22,3;59,3
08/08/2022;21:15:00;22,4;60,0
08/08/2022;21:30:00;22,4;60,3
08/08/2022;21:45:00;22,4;60,4
08/08/2022;22:00:00;22,4;60,8
08/08/2022;22:15:00;22,4;61,0
08/08/2022;22:30:00;22,4;61,1
08/08/2022;22:45:00;22,4;60,8
08/08/2022;23:00:00;22,4;60,5
08/08/2022;23:15:00;22,4;60,9
08/08/2022;23:30:00;22,5;60,7
08/08/2022;23:45:00;22,5;60,5
09/08/2022;00:00:00;22,5;60,5
09/08/2022;00:15:00;22,5;60,4
09/08/2022;00:30:00;22,5;59,9
09/08/2022;00:45:00;22,5;59,7
09/08/2022;01:00:00;22,5;59,7
09/08/2022;01:15:00;22,5;59,9
09/08/2022;01:30:00;22,5;59,9
09/08/2022;01:45:00;22,5;59,8
09/08/2022;02:00:00;22,5;59,9
09/08/2022;02:15:00;22,5;59,8
09/08/2022;02:30:00;22,5;59,6
09/08/2022;02:45:00;22,5;59,7
09/08/2022;03:00:00;22,5;59,8
09/08/2022;03:15:00;22,6;59,9
09/08/2022;03:30:00;22,5;60,0
09/08/2022;03:45:00;22,6;60,3
09/08/2022;04:00:00;22,6;60,4
09/08/2022;04:15:00;22,6;60,5
09/08/2022;04:30:00;22,6;60,7
09/08/2022;04:45:00;22,6;61,2
09/08/2022;05:00:00;22,6;60,9
09/08/2022;05:15:00;22,6;60,7
09/08/2022;05:30:00;22,6;60,6
09/08/2022;05:45:00;22,6;60,7
09/08/2022;06:00:00;22,6;60,7
09/08/2022;06:15:00;22,6;60,4
09/08/2022;06:30:00;22,6;60,9
09/08/2022;06:45:00;22,6;60,5
09/08/2022;07:00:00;22,6;60,3
09/08/2022;07:15:00;22,6;61,4
09/08/2022;07:30:00;22,6;61,9
09/08/2022;07:45:00;22,6;62,5
09/08/2022;08:00:00;22,7;63,3
09/08/2022;08:15:00;22,6;63,4
09/08/2022;08:30:00;22,6;63,5
09/08/2022;08:45:00;22,7;63,9
