Localité;;"T17M3PR [°C]";"T17M3PR [%HR]"
07/08/2022;20:15:00;22,8;56,2
07/08/2022;20:30:00;22,8;56,7
07/08/2022;20:45:00;22,8;56,9
07/08/2022;21:00:00;22,8;57,3
07/08/2022;21:15:00;22,8;57,4
07/08/2022;21:30:00;22,9;57,8
07/08/2022;21:45:00;22,9;57,9
07/08/2022;22:00:00;22,9;58,0
07/08/2022;22:15:00;22,9;58,1
07/08/2022;22:30:00;22,9;58,2
07/08/2022;22:45:00;22,9;58,5
07/08/2022;23:00:00;22,9;58,5
07/08/2022;23:15:00;22,9;58,5
07/08/2022;23:30:00;22,9;58,7
07/08/2022;23:45:00;22,9;58,8
08/08/2022;00:00:00;22,9;58,8
08/08/2022;00:15:00;22,9;58,6
08/08/2022;00:30:00;22,9;58,2
08/08/2022;00:45:00;23,0;58,5
08/08/2022;01:00:00;23,0;58,9
08/08/2022;01:15:00;23,0;59,0
08/08/2022;01:30:00;23,0;59,0
08/08/2022;01:45:00;23,0;58,8
08/08/2022;02:00:00;23,0;58,8
08/08/2022;02:15:00;23,0;58,8
08/08/2022;02:30:00;23,0;58,9
08/08/2022;02:45:00;23,0;58,8
08/08/2022;03:00:00;23,0;58,4
08/08/2022;03:15:00;23,0;58,3
08/08/2022;03:30:00;23,0;58,4
08/08/2022;03:45:00;23,0;58,2
08/08/2022;04:00:00;23,0;58,6
08/08/2022;04:15:00;23,0;58,9
08/08/2022;04:30:00;23,0;58,5
08/08/2022;04:45:00;23,0;59,5
08/08/2022;05:00:00;23,1;59,5
08/08/2022;05:15:00;23,1;59,0
08/08/2022;05:30:00;23,1;59,1
08/08/2022;05:45:00;23,1;59,9
08/08/2022;06:00:00;23,1;59,8
08/08/2022;06:15:00;23,1;59,2
08/08/2022;06:30:00;23,1;59,0
08/08/2022;06:45:00;23,1;58,7
08/08/2022;07:00:00;23,1;59,0
08/08/2022;07:15:00;23,1;59,3
08/08/2022;07:30:00;23,1;58,6
08/08/2022;07:45:00;23,0;58,2
08/08/2022;08:00:00;22,6;54,4
08/08/2022;08:15:00;22,5;55,3
08/08/2022;08:30:00;22,4;53,6
08/08/2022;08:45:00;22,3;53,6
08/08/2022;09:00:00;22,3;51,6
08/08/2022;09:15:00;22,2;52,1
08/08/2022;09:30:00;22,2;53,2
08/08/2022;09:45:00;22,1;53,0
08/08/2022;10:00:00;22,1;51,7
08/08/2022;10:15:00;22,1;50,9
08/08/2022;10:30:00;22,1;52,6
08/08/2022;10:45:00;22,1;52,9
08/08/2022;11:00:00;22,0;53,1
08/08/2022;11:15:00;22,0;55,2
08/08/2022;11:30:00;22,0;55,5
08/08/2022;11:45:00;22,0;55,4
08/08/2022;12:00:00;22,0;55,3
08/08/2022;12:15:00;22,0;56,4
08/08/2022;12:30:00;22,0;56,7
08/08/2022;12:45:00;22,0;56,7
08/08/2022;13:00:00;22,0;55,8
08/08/2022;13:15:00;21,9;55,4
08/08/2022;13:30:00;21,9;55,1
08/08/2022;13:45:00;21,9;55,3
08/08/2022;14:00:00;21,9;55,1
08/08/2022;14:15:00;21,8;54,0
08/08/2022;14:30:00;21,8;53,5
08/08/2022;14:45:00;21,8;52,9
08/08/2022;15:00:00;21,8;53,2
08/08/2022;15:15:00;21,8;53,2
08/08/2022;15:30:00;21,7;53,2
08/08/2022;15:45:00;21,7;51,6
08/08/2022;16:00:00;21,7;51,9
08/08/2022;16:15:00;21,7;52,7
08/08/2022;16:30:00;21,7;54,4
08/08/2022;16:45:00;21,7;53,2
08/08/2022;17:00:00;21,7;51,9
08/08/2022;17:15:00;21,7;52,6
08/08/2022;17:30:00;21,8;53,4
08/08/2022;17:45:00;22,1;54,8
08/08/2022;18:00:00;22,2;55,6
08/08/2022;18:15:00;22,3;55,6
08/08/2022;18:30:00;22,4;56,4
08/08/2022;18:45:00;22,4;58,0
08/08/2022;19:00:00;22,4;58,2
08/08/2022;19:15:00;22,5;58,7
08/08/2022;19:30:00;22,5;58,6
08/08/2022;19:45:00;22,5;58,7
08/08/2022;20:00:00;22,5;59,3
08/08/2022;20:15:00;22,5;59,9
08/08/2022;20:30:00;22,6;60,5
08/08/2022;20:45:00;22,6;60,7
08/08/2022;21:00:00;22,6;61,3
08/08/2022;21:15:00;22,6;61,3
08/08/2022;21:30:00;22,6;61,9
08/08/2022;21:45:00;22,6;62,1
08/08/2022;22:00:00;22,6;62,2
08/08/2022;22:15:00;22,7;62,4
08/08/2022;22:30:00;22,6;62,6
08/08/2022;22:45:00;22,7;62,6
08/08/2022;23:00:00;22,7;62,3
08/08/2022;23:15:00;22,7;61,5
08/08/2022;23:30:00;22,7;61,1
08/08/2022;23:45:00;22,7;61,1
09/08/2022;00:00:00;22,7;60,9
09/08/2022;00:15:00;22,7;60,8
09/08/2022;00:30:00;22,7;60,6
09/08/2022;00:45:00;22,7;60,3
09/08/2022;01:00:00;22,8;60,3
09/08/2022;01:15:00;22,8;60,2
09/08/2022;01:30:00;22,8;60,9
09/08/2022;01:45:00;22,8;60,4
09/08/2022;02:00:00;22,8;60,3
09/08/2022;02:15:00;22,8;60,2
09/08/2022;02:30:00;22,8;60,1
09/08/2022;02:45:00;22,8;60,1
09/08/2022;03:00:00;22,8;60,1
09/08/2022;03:15:00;22,8;61,0
09/08/2022;03:30:00;22,8;62,3
09/08/2022;03:45:00;22,8;62,9
09/08/2022;04:00:00;22,8;63,1
09/08/2022;04:15:00;22,8;63,2
09/08/2022;04:30:00;22,8;63,5
09/08/2022;04:45:00;22,8;63,7
09/08/2022;05:00:00;22,9;63,2
09/08/2022;05:15:00;22,8;62,7
09/08/2022;05:30:00;22,9;62,4
09/08/2022;05:45:00;22,9;62,6
09/08/2022;06:00:00;22,9;63,2
09/08/2022;06:15:00;22,9;63,6
09/08/2022;06:30:00;22,9;63,0
09/08/2022;06:45:00;22,9;62,3
09/08/2022;07:00:00;22,9;63,4
09/08/2022;07:15:00;22,9;64,2
09/08/2022;07:30:00;22,9;64,7
09/08/2022;07:45:00;22,9;65,0
09/08/2022;08:00:00;22,9;65,4
09/08/2022;08:15:00;22,9;65,4
09/08/2022;08:30:00;22,9;65,6
09/08/2022;08:45:00;22,9;65,8
09/08/2022;09:00:00;22,9;65,9
09/08/2022;09:15:00;22,5;59,3
09/08/2022;09:30:00;22,4;57,8
09/08/2022;09:45:00;22,3;58,2
09/08/2022;10:00:00;22,2;57,9
09/08/2022;10:15:00;22,1;57,3
09/08/2022;10:30:00;22,1;56,6
09/08/2022;10:45:00;22,0;56,6
09/08/2022;11:00:00;22,0;56,4
09/08/2022;11:15:00;22,0;56,5
09/08/2022;11:30:00;22,0;55,8
09/08/2022;11:45:00;21,9;56,1
09/08/2022;12:00:00;21,9;55,5
09/08/2022;12:15:00;21,9;55,0
09/08/2022;12:30:00;21,9;54,1
09/08/2022;12:45:00;21,9;54,0
09/08/2022;13:00:00;21,9;53,6
09/08/2022;13:15:00;21,9;53,0
09/08/2022;13:30:00;21,9;53,2
09/08/2022;13:45:00;21,9;53,6
09/08/2022;14:00:00;21,9;55,2
09/08/2022;14:15:00;21,8;54,4
09/08/2022;14:30:00;21,8;53,2
09/08/2022;14:45:00;21,8;52,5
09/08/2022;15:00:00;21,8;52,5
09/08/2022;15:15:00;21,8;54,2
09/08/2022;15:30:00;21,8;54,1
09/08/2022;15:45:00;21,8;52,8
09/08/2022;16:00:00;21,8;52,5
09/08/2022;16:15:00;21,8;54,4
09/08/2022;16:30:00;21,8;53,9
09/08/2022;16:45:00;21,7;52,6
09/08/2022;17:00:00;22,0;53,2
09/08/2022;17:15:00;22,1;53,9
09/08/2022;17:30:00;22,3;54,4
09/08/2022;17:45:00;22,3;55,6
09/08/2022;18:00:00;22,4;55,9
09/08/2022;18:15:00;22,4;56,8
09/08/2022;18:30:00;22,5;57,3
09/08/2022;18:45:00;22,5;57,6
09/08/2022;19:00:00;22,5;57,6
09/08/2022;19:15:00;22,5;58,0
09/08/2022;19:30:00;22,5;58,2
09/08/2022;19:45:00;22,5;58,1
09/08/2022;20:00:00;22,6;58,2
09/08/2022;20:15:00;22,6;58,4
09/08/2022;20:30:00;22,6;59,3
09/08/2022;20:45:00;22,6;59,6
09/08/2022;21:00:00;22,6;60,2
09/08/2022;21:15:00;22,6;60,3
09/08/2022;21:30:00;22,6;61,9
09/08/2022;21:45:00;22,7;63,1
09/08/2022;22:00:00;22,7;63,4
09/08/2022;22:15:00;22,7;63,9
09/08/2022;22:30:00;22,7;63,7
09/08/2022;22:45:00;22,7;63,9
09/08/2022;23:00:00;22,7;63,4
09/08/2022;23:15:00;22,7;63,4
09/08/2022;23:30:00;22,7;63,8
09/08/2022;23:45:00;22,7;63,9
10/08/2022;00:00:00;22,7;63,9
10/08/2022;00:15:00;22,7;63,8
10/08/2022;00:30:00;22,8;63,4
10/08/2022;00:45:00;22,7;63,3
10/08/2022;01:00:00;22,8;63,5
10/08/2022;01:15:00;22,8;63,5
10/08/2022;01:30:00;22,8;63,6
10/08/2022;01:45:00;22,8;63,6
10/08/2022;02:00:00;22,8;63,8
10/08/2022;02:15:00;22,8;64,3
10/08/2022;02:30:00;22,8;64,3
10/08/2022;02:45:00;22,8;64,3
10/08/2022;03:00:00;22,8;64,1
10/08/2022;03:15:00;22,8;64,1
10/08/2022;03:30:00;22,8;64,1
10/08/2022;03:45:00;22,9;64,2
10/08/2022;04:00:00;22,8;64,3
10/08/2022;04:15:00;22,8;64,3
10/08/2022;04:30:00;22,9;64,2
10/08/2022;04:45:00;22,9;63,8
10/08/2022;05:00:00;22,9;63,7
10/08/2022;05:15:00;22,9;63,3
10/08/2022;05:30:00;22,9;63,0
10/08/2022;05:45:00;22,9;63,0
10/08/2022;06:00:00;22,9;62,6
10/08/2022;06:15:00;22,9;62,3
10/08/2022;06:30:00;22,9;62,7
10/08/2022;06:45:00;22,9;62,3
10/08/2022;07:00:00;22,9;62,0
10/08/2022;07:15:00;22,9;61,9
10/08/2022;07:30:00;23,0;61,8
10/08/2022;07:45:00;23,0;62,3
10/08/2022;08:00:00;23,0;62,4
10/08/2022;08:15:00;23,0;63,6
10/08/2022;08:30:00;23,0;64,1
10/08/2022;08:45:00;23,0;64,3
10/08/2022;09:00:00;22,7;61,1
10/08/2022;09:15:00;22,4;58,3
10/08/2022;09:30:00;22,3;56,8
10/08/2022;09:45:00;22,2;55,8
10/08/2022;10:00:00;22,2;56,0
10/08/2022;10:15:00;22,1;56,0
10/08/2022;10:30:00;22,1;57,9
10/08/2022;10:45:00;22,1;57,7
10/08/2022;11:00:00;22,1;57,5
10/08/2022;11:15:00;22,1;60,1
10/08/2022;11:30:00;22,2;58,2
10/08/2022;11:45:00;22,1;57,6
10/08/2022;12:00:00;22,1;58,8
10/08/2022;12:15:00;22,0;58,3
10/08/2022;12:30:00;22,0;57,1
10/08/2022;12:45:00;22,0;56,7
10/08/2022;13:00:00;22,0;57,3
10/08/2022;13:15:00;22,0;57,6
10/08/2022;13:30:00;22,0;56,8
10/08/2022;13:45:00;21,9;57,5
10/08/2022;14:00:00;21,9;56,2
10/08/2022;14:15:00;21,9;57,2
10/08/2022;14:30:00;22,0;56,5
10/08/2022;14:45:00;21,9;56,1
10/08/2022;15:00:00;21,9;55,4
10/08/2022;15:15:00;21,9;55,5
10/08/2022;15:30:00;21,9;55,7
10/08/2022;15:45:00;21,9;55,2
10/08/2022;16:00:00;21,9;55,5
10/08/2022;16:15:00;21,8;55,1
10/08/2022;16:30:00;21,8;55,7
10/08/2022;16:45:00;21,8;54,8
10/08/2022;17:00:00;21,8;53,8
10/08/2022;17:15:00;21,8;53,2
10/08/2022;17:30:00;21,8;54,5
10/08/2022;17:45:00;21,9;53,6
10/08/2022;18:00:00;22,1;54,4
10/08/2022;18:15:00;22,2;56,8
10/08/2022;18:30:00;22,3;57,8
10/08/2022;18:45:00;22,4;57,5
10/08/2022;19:00:00;22,4;58,5
10/08/2022;19:15:00;22,5;58,7
10/08/2022;19:30:00;22,5;60,0
10/08/2022;19:45:00;22,5;60,5
10/08/2022;20:00:00;22,5;60,7
10/08/2022;20:15:00;22,6;61,2
10/08/2022;20:30:00;22,6;61,9
10/08/2022;20:45:00;22,6;62,0
10/08/2022;21:00:00;22,6;61,6
10/08/2022;21:15:00;22,6;61,9
10/08/2022;21:30:00;22,6;62,4
10/08/2022;21:45:00;22,6;62,6
10/08/2022;22:00:00;22,7;62,8
10/08/2022;22:15:00;22,7;63,2
10/08/2022;22:30:00;22,7;63,4
10/08/2022;22:45:00;22,7;63,4
10/08/2022;23:00:00;22,7;63,2
10/08/2022;23:15:00;22,7;62,9
10/08/2022;23:30:00;22,7;62,7
10/08/2022;23:45:00;22,8;62,5
11/08/2022;00:00:00;22,8;62,3
11/08/2022;00:15:00;22,8;62,1
11/08/2022;00:30:00;22,8;62,0
11/08/2022;00:45:00;22,8;61,9
11/08/2022;01:00:00;22,8;61,9
11/08/2022;01:15:00;22,8;61,8
11/08/2022;01:30:00;22,8;61,8
11/08/2022;01:45:00;22,8;61,8
11/08/2022;02:00:00;22,9;61,7
11/08/2022;02:15:00;22,9;61,7
11/08/2022;02:30:00;22,9;61,8
11/08/2022;02:45:00;22,9;61,8
11/08/2022;03:00:00;22,9;61,7
11/08/2022;03:15:00;22,9;61,7
11/08/2022;03:30:00;22,9;61,7
11/08/2022;03:45:00;22,9;61,5
11/08/2022;04:00:00;22,9;61,2
11/08/2022;04:15:00;22,9;61,7
11/08/2022;04:30:00;22,9;61,9
11/08/2022;04:45:00;22,9;61,9
11/08/2022;05:00:00;23,0;61,7
11/08/2022;05:15:00;23,0;62,0
11/08/2022;05:30:00;23,0;62,2
11/08/2022;05:45:00;23,0;62,2
11/08/2022;06:00:00;23,0;62,4
11/08/2022;06:15:00;23,0;63,1
11/08/2022;06:30:00;23,0;62,8
11/08/2022;06:45:00;23,0;62,6
11/08/2022;07:00:00;23,0;62,7
11/08/2022;07:15:00;23,0;63,1
11/08/2022;07:30:00;23,0;63,3
11/08/2022;07:45:00;23,0;63,1
11/08/2022;08:00:00;23,0;63,3
11/08/2022;08:15:00;23,0;63,2
11/08/2022;08:30:00;23,0;63,8
11/08/2022;08:45:00;23,0;63,7
11/08/2022;09:00:00;23,0;63,9
11/08/2022;09:15:00;22,8;60,8
11/08/2022;09:30:00;22,5;59,1
11/08/2022;09:45:00;22,5;58,9
11/08/2022;10:00:00;22,4;58,0
11/08/2022;10:15:00;22,3;59,5
11/08/2022;10:30:00;22,4;58,6
11/08/2022;10:45:00;22,3;58,0
11/08/2022;11:00:00;22,3;56,6
11/08/2022;11:15:00;22,2;56,6
11/08/2022;11:30:00;22,2;56,1
11/08/2022;11:45:00;22,1;55,5
11/08/2022;12:00:00;22,1;55,1
11/08/2022;12:15:00;22,0;54,6
11/08/2022;12:30:00;22,1;54,9
11/08/2022;12:45:00;22,1;54,9
11/08/2022;13:00:00;22,0;54,7
11/08/2022;13:15:00;22,0;54,9
11/08/2022;13:30:00;22,0;54,5
11/08/2022;13:45:00;21,9;53,7
11/08/2022;14:00:00;21,9;53,0
11/08/2022;14:15:00;21,9;52,6
11/08/2022;14:30:00;22,0;54,3
11/08/2022;14:45:00;22,0;54,0
11/08/2022;15:00:00;22,0;53,5
11/08/2022;15:15:00;22,0;53,7
11/08/2022;15:30:00;22,1;55,9
11/08/2022;15:45:00;22,2;59,2
11/08/2022;16:00:00;22,3;58,6
11/08/2022;16:15:00;22,3;57,9
11/08/2022;16:30:00;22,3;56,6
11/08/2022;16:45:00;22,3;55,1
11/08/2022;17:00:00;22,3;56,8
11/08/2022;17:15:00;22,3;56,0
11/08/2022;17:30:00;22,3;56,7
11/08/2022;17:45:00;22,2;56,7
11/08/2022;18:00:00;22,5;58,5
11/08/2022;18:15:00;22,6;58,9
11/08/2022;18:30:00;22,7;59,3
11/08/2022;18:45:00;22,7;59,8
11/08/2022;19:00:00;22,8;60,2
11/08/2022;19:15:00;22,8;60,4
11/08/2022;19:30:00;22,8;60,6
11/08/2022;19:45:00;22,8;60,7
11/08/2022;20:00:00;22,9;60,9
11/08/2022;20:15:00;22,9;61,0
11/08/2022;20:30:00;22,9;61,1
11/08/2022;20:45:00;22,9;61,3
11/08/2022;21:00:00;22,9;61,5
11/08/2022;21:15:00;22,9;61,6
11/08/2022;21:30:00;22,9;61,8
11/08/2022;21:45:00;22,9;61,9
11/08/2022;22:00:00;23,0;61,9
11/08/2022;22:15:00;23,0;62,0
11/08/2022;22:30:00;23,0;62,1
11/08/2022;22:45:00;23,0;62,2
11/08/2022;23:00:00;23,0;62,3
11/08/2022;23:15:00;23,0;62,5
11/08/2022;23:30:00;23,0;62,6
11/08/2022;23:45:00;23,0;62,6
12/08/2022;00:00:00;23,0;62,8
12/08/2022;00:15:00;23,0;62,7
12/08/2022;00:30:00;23,0;62,8
12/08/2022;00:45:00;23,0;62,7
12/08/2022;01:00:00;23,0;62,8
12/08/2022;01:15:00;23,0;62,9
12/08/2022;01:30:00;23,0;62,9
12/08/2022;01:45:00;23,0;63,0
12/08/2022;02:00:00;23,1;63,0
12/08/2022;02:15:00;23,1;63,2
12/08/2022;02:30:00;23,1;63,2
12/08/2022;02:45:00;23,1;63,3
12/08/2022;03:00:00;23,1;63,4
12/08/2022;03:15:00;23,1;63,4
12/08/2022;03:30:00;23,1;63,3
12/08/2022;03:45:00;23,1;63,4
12/08/2022;04:00:00;23,1;63,4
12/08/2022;04:15:00;23,1;63,5
12/08/2022;04:30:00;23,1;63,6
12/08/2022;04:45:00;23,1;63,6
12/08/2022;05:00:00;23,1;63,5
12/08/2022;05:15:00;23,1;63,6
12/08/2022;05:30:00;23,1;63,7
12/08/2022;05:45:00;23,1;63,7
12/08/2022;06:00:00;23,1;63,7
12/08/2022;06:15:00;23,1;63,7
12/08/2022;06:30:00;23,1;63,8
12/08/2022;06:45:00;23,1;63,8
12/08/2022;07:00:00;23,1;63,8
12/08/2022;07:15:00;23,1;64,0
12/08/2022;07:30:00;23,1;64,1
12/08/2022;07:45:00;23,1;64,1
12/08/2022;08:00:00;23,1;64,1
12/08/2022;08:15:00;23,1;64,2
12/08/2022;08:30:00;23,1;64,2
12/08/2022;08:45:00;23,1;63,8
12/08/2022;09:00:00;22,6;58,5
12/08/2022;09:15:00;22,5;58,7
12/08/2022;09:30:00;22,6;57,3
12/08/2022;09:45:00;22,3;56,1
12/08/2022;10:00:00;22,3;55,4
12/08/2022;10:15:00;22,2;55,0
12/08/2022;10:30:00;22,1;54,5
12/08/2022;10:45:00;22,1;53,7
12/08/2022;11:00:00;22,1;53,6
12/08/2022;11:15:00;22,0;53,3
12/08/2022;11:30:00;22,1;54,5
12/08/2022;11:45:00;22,0;54,1
12/08/2022;12:00:00;22,0;53,1
12/08/2022;12:15:00;22,0;52,0
